VALID	DESC	ID
		<VI>card_ids	<S>name	<B>type	<S>effect	<S>version
		5747	维拉火山公园	T	raw:双方的【灼伤】宝可梦，就算在宝可梦检查掷硬币时出现正面，【灼伤】也不会恢复。	B
		4508	暗夜市	T	raw:将双方的所有【恶】属性的【基础】宝可梦【撤退】所需的能量全部消除。	C
		3810,4323	宝可梦研究所	T	end_turn|shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，从自己的牌库抽出最多2只从"谜之化石"进化而来的宝可梦，放置	C
		3809	暴雪镇	T	raw:双方的场上的剩余HP为"40"以下的宝可梦，无法使用招式。	C
		3295	常青森林	T	search_deck_to_hand:count=1;filter=基本能量|shuffle_deck|unparsed:双方玩家在自己的回合时，可使用1次，可将自己的1张手牌丢到弃牌区。这个情况下，。。	C
		3480,4322	格斗道场	T	raw:双方身上附有基本【斗】能量的宝可梦（"究极异兽"除外）使用的招式，对对手的战斗宝可梦造成的伤害"+10"点。若自己剩余奖赏卡的张数比对手剩余奖赏卡的张数多，则改	C
		4507	混沌之潮漩	T	raw:双方玩家从手牌将其他名称的竞技场卡放置于场上时，在这张竞技场卡丢到弃牌区后，那张竞技场卡也丢到弃牌区。（新上场的竞技场卡的效果不起作用。）	C
		3481	巨大炉灶	T	search_deck_to_hand:count=2;filter=【火】能量|shuffle_deck|unparsed:双方玩家在自己的回合时，可使用1次，可将自己的1张手牌丢到弃牌区。这个情况下，。。	C
		3294	垃圾岛	T	raw:当双方玩家将自己的【中毒】的战斗宝可梦，因训练家卡的效果与备战宝可梦互换时，【中毒】保留于新上场的宝可梦。（若因【中毒】而放置的伤害指示物数量增加，则也保持该数	C
		4509	微寐森林	T	raw:双方玩家【睡眠】的掷硬币次数改为2次，若没有全部为正面则无法恢复。	C
		3296	无人发电厂	T	raw:将双方的场上的"宝可梦GX・EX"的特性全部消除。	C
		3483	小刚的深灰市道馆	T	raw:双方的"大岩蛇GX"，受到对手的宝可梦招式的伤害"-40"点。	C
		3293	小霞的华蓝市道馆	T	raw:双方"宝石海星GX"使用的招式，对对手的战斗宝可梦造成的伤害"+40"点。	C
		3482	紫苑镇	T	look_at:target=opponent_hand|unparsed:双方玩家在自己的回合时，可使用1次，可。	C
		1712,1871,2041,2460,2529,2933,6097	草路竞技场	T	search_deck_to_hand:count=1;filter=【草】属性的进化宝可梦|shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，可。。	D
		2932	伽勒尔矿山	T	raw:双方的战斗宝可梦【撤退】所需的能量各增加2个。	D
		588	宫门竞技场	T	heal:amount=100|unparsed:双方玩家在自己的回合，每次从手牌使出"宝可梦【VMAX】"完成"宝可梦【V】"的进化时，。	D
		1282	尖钉镇	T	damage_place:count=2|unparsed:双方玩家在自己的回合，每次自己的战斗宝可梦回到备战区时，在回到备战区的宝可梦身上。	D
		1429,1713,2532	洛兹大厦	T	raw:双方玩家在每个自己的回合时，可使用1次，可从牌库抽卡直到自己的手牌满3张为止。	D
		1283,2531	迷光森林	T	raw:双方玩家在每个自己的回合时，可使用1次。因自己的宝可梦的招式而掷硬币时，可将掷硬币的结果全部消除，重新掷硬币。	D
		2042,2530,3120,6279	训练场地	T	recover_from_discard:count=1;filter=基本能量;target=hand|unparsed:双方玩家在每个自己的回合时，可使用1次，可。	D
		587	战竞温泉	T	raw:双方的【基础】宝可梦，受到对手的宝可梦招式的伤害"-20"点。	D
		1142,2459,8119,8210	暴风雨山脉	T	search_deck_to_bench:count=1;filter=基础|shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，可。。	E
		2609,6094	恶之塔	T	draw:count=2|unparsed:双方玩家在每个自己的回合时，可使用1次，若从自己的手牌将1张"一击"卡丢弃，则可。	E
		99	滑板选手的公园	T	raw:双方的战斗宝可梦【撤退】时，若丢弃的能量为基本能量，则不丢弃那些能量，而是放回自己的手牌。	E
		1075	结晶洞窟	T	heal:amount=30|unparsed:双方玩家在每个自己的回合时，可使用1次，可。	E
		660	巨树丘陵	T	raw:双方的所有宝可梦的HP无法恢复。	E
		868	时尚广场	T	raw:双方玩家在每个自己的回合时，可使用1次，可选择1张自己的场上宝可梦身上附加的"宝可梦道具"，放回手牌。	E
		799,6098	水之塔	T	raw:双方的所有"连击"宝可梦【撤退】所需的能量各减少2个。	E
		938,6095,6278,8120,8587,9686	通顶雪道	T	raw:双方场上的"拥有规则的宝可梦"的特性全部消除。	E
		1007,6096	远古墓地	T	damage_place:count=2|unparsed:双方玩家每次从自己的手牌将能量附于宝可梦（【超】宝可梦除外）身上时，在那只宝可梦身上。	E
		8180,12421,13095	庆祝开场乐	T	end_turn|heal:amount=10|unparsed:双方玩家在每个自己的回合时，可使用1次，可。这个情况下，。	E,G,H
		7261	宝可补给站	T	raw:双方玩家在每个自己的回合时，可使用1次，可将自己的牌库上方3张卡丢弃。这个情况下，在给对手看过其中的所有物品卡后，加入手牌。	F
		6249,8122	崩塌的竞技场	T	raw:双方玩家的可放置于备战区的宝可梦数量改为4只。[变更备战宝可梦数量的效果，以变少者为优先。] （将这张卡放置于场上时，备战宝可梦有5只以上的玩家，将其丢弃直到变	F
		6972,8121	大嘴沼泽	T	damage_place:count=2|unparsed:双方玩家每次从手牌将【基础】宝可梦放置于备战区时，在那只宝可梦身上。	F
		7377	放逐市	T	lost_zone|unparsed:每次当双方的宝可梦【气绝】时，不丢弃那只宝可梦，而是。（宝可梦以外的卡全部丢弃。）	F
		8545	冠军庆典	T	heal:amount=10|unparsed:自己的场上有6只宝可梦的玩家在每个自己的回合时，可使用1次，可。	F
		7784	平和公园	T	raw:双方的所有宝可梦不会【混乱】，受到的【混乱】全部恢复。	F
		6250,8125,8211,8588,9689,9823	熔岩的瀑布深潭	T	attach_energy_from_discard:count=1;filter=【火】;target=bench|damage_place:count=2|unparsed:双方玩家在每个自己的回合时，可使用1次，可身上。这个情况下，在附上那张卡的宝可梦身上。	F
		7110	睿智湖	T	raw:双方的身上附有【水】或者【斗】能量的宝可梦，受到对手的宝可梦招式的伤害"-20"点。	F
		7039,8124	神奥神殿	T	raw:双方的场上宝可梦身上附加的特殊能量的效果全部消除，视为提供1个【无】能量。	F
		7694	原始祭坛	T	raw:双方玩家在每个自己的回合时，可使用1次，可查看自己的牌库上方1张卡，回复原样。若希望，将那张卡丢弃。	F
		6855,8123	祝庆村	T	end_turn|draw:count=5|unparsed:双方玩家在每个自己的回合时，可使用1次，可将自己的手牌全部放回牌库并重洗。这个情况下，。若使用了这个	F
		9619,10300	宝可梦联盟总部	T	raw:双方场上【基础】宝可梦使用招式所需的能量，各增加1个【无】能量。	G
		9618,10297,12063	城镇百货公司	T	search_deck_to_hand:count=1;filter="宝可梦道具"|shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，可。。	G
		8370,9687,10298,11730,12064	海滩场地	T	raw:双方的所有【基础】宝可梦【撤退】所需的能量，各减少1个。	G
		9794	乐园度假地	T	raw:双方的所有"可达鸭"【撤退】所需的能量，各减少1个。	G
		8660,10301	练习工房	T	raw:双方的【1阶进化】宝可梦使用的招式，对对手的战斗宝可梦造成的伤害"+10"点。	G
		8659,9688,10299,12065	深钵镇	T	shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，可从自己的牌库选择1张【基础】宝可梦卡（"拥有规则的宝可梦"	G
		9802,11689,12604,12992	月光丘陵	T	heal:amount=30|unparsed:双方玩家在每个自己的回合时，可使用1次，若从自己的手牌。	G
		8803	灾祸荒野	T	raw:双方的所有【基础】宝可梦（【斗】宝可梦除外）【撤退】所需的能量各增加1个。	G
		8732	灾祸雪山	T	damage_place:count=2|unparsed:双方玩家每次从自己的手牌将能量卡附于【基础】宝可梦（【水】宝可梦除外）身上时，在那只宝可梦身上。	G
		8448,11665	桌台市	T	coin_flip:count=1|search_deck_to_hand:count=1;filter=宝可梦|shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，可。若为正面， 。。	G
		9031	自行车道	T	draw:count=1|unparsed:双方玩家在每个自己的回合时，可使用1次，若从自己的手牌将1张基本能量卡丢弃，则可。	G
		12181	激动竞技场	T	raw:双方场上所有【基础】宝可梦的最大HP各"+30"。	H
		11383,12601,12989	祭典会场	T	raw:双方的所有身上附有能量卡的宝可梦不会陷入特殊状态，并将受到的特殊状态全部恢复。	H
		11182	居民会馆	T	heal:amount=10|unparsed:在每个自己的回合时，可使用1次。在这个回合从手牌使出了支援者卡的玩家，可。	H
		11893,12022,12603,12991	零之大空洞	T	raw:自己的场上有"太晶"宝可梦的玩家的可放置于备战区的宝可梦数量改为8只。 （这张卡被丢弃时，或‌自己的场上没有了"太晶"宝可梦时，将备战区的宝可梦丢弃直到变为5只	H
		10938,11750	全金属实验室	T	raw:双方的【钢】宝可梦，受到对手的宝可梦招式的伤害"-30"点。	H
		10867	危险密林	T	raw:双方的所有【中毒】的宝可梦（【恶】宝可梦除外），因【中毒】而放置的伤害指示物的数量各增加2个。	H
		11515	夜间学院	T	raw:双方玩家在每个自己的回合时，可使用1次，可选择1张自己的手牌，放回牌库上方。	H
		12182,12387	引力山岳	T	raw:双方场上所有【2阶进化】宝可梦的最大HP各"-30"。	H
		11514,12605	中立中心	T	prevent_damage:source=attack|unparsed:双方的所有宝可梦（"拥有规则的宝可梦"除外），。
 
 这张卡只要在弃牌区，无法加入手牌，无法放回牌	H
		11892	壮伟硕木	T	shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，可从自己的牌库选择1张从自己的场上的1只【基础】宝可梦进化而	H
		11384,12602,12990	阻碍之塔	T	raw:双方的所有宝可梦身上附加的"宝可梦道具"卡的效果全部消除。	H
		13091	N的城堡	T	raw:双方场上所有"N的宝可梦"【撤退】所需的能量全部消除。	I
		13093	化朗镇	T	raw:双方的"赫普的宝可梦"使用的招式，对对手的战斗宝可梦造成的伤害"+30"点。	I
		13167	尖钉镇道馆	T	search_deck_to_hand:count=1;filter="玛俐的宝可梦"|shuffle_deck|unparsed:双方玩家在每个自己的回合时，可使用1次，可。。	I
		13092	酿光市	T	recover_from_discard:count=2;filter="基本【雷】能量";target=hand|unparsed:双方玩家在每个自己的回合时，可使用1次，可。	I
		13143	石之洞窟	T	raw:双方的所有"大吾的宝可梦"受到对手的宝可梦招式的伤害"-30"点。	I
