VALID	DESC	ID
		<VI>card_ids	<S>name	<B>type	<S>effect	<S>version
		10022,10956,11562,11568,12588,12976,13113	奥琳博士的气魄	S	draw:count=3|unparsed:选择最多2只自己的"古代"宝可梦，从弃牌区附给那些宝可梦各1张基本能量卡。然后，。	G
		11382,11445	八朔	S	raw:这张卡必须在上个对手的回合自己的宝可梦【昏厥】了才可使用。  查看自己的牌库上方8张卡，从其中选择最多3张卡加入手牌。将剩余卡放回牌库并重洗。	H
		2270	芭内特博士	S	shuffle_deck|unparsed:从自己的牌库任意选择最多2张卡，将其丢弃。。	E
		11891,11917,11923,12597,12985	白蕾雅	S	extra_prize:count=1|unparsed:这张卡只有在对手剩余奖赏卡的张数为2张时才可使用。 在这个回合，若对手的战斗宝可梦因自己的"太晶"宝	H
		10937,11101,11106,12598,12986	白露的真心	S	heal:amount=full|unparsed:将自己的1只剩余HP为"30"以下的宝可梦的。	H
		9028,9063,9073,10287	坂木的领导力	S	raw:选择1个对手的战斗宝可梦身上附加的能量，放回对手的手牌。然后，从自己的手牌选择1张能量卡，附于战斗宝可梦身上。	G
		3472	坂木的驱逐	S	raw:选择最多2只自己的身上没有放置伤害指示物的备战宝可梦，将所选的宝可梦与所附加的卡全部丢到弃牌区。	C
		5177	宝可梦发烧友俱乐部	S	search_deck_to_hand:count=2;filter=【基础】宝可梦|shuffle_deck	B
		5923	宝可梦培育家	S	heal:amount=20|unparsed:从自己的牌库抽出2张。然后，。	A
		1427,1586,1707	宝可梦培育家的育成	S	shuffle_deck|unparsed:选择最多2只自己的场上宝可梦，从自己的牌库选择从那些宝可梦进化而来的卡各1张，放置于各自身上完成进化	D
		1584,1706,1864,2033,2453,3094	宝可梦小朋友	S	search_deck_to_hand:count=1;filter=宝可梦|shuffle_deck	D
		13111	宝可梦中心的姐姐	S	heal:amount=60|unparsed:特殊状态也全部恢复。	I
		1585,3095,3476,8144	宝可梦中心的姐姐	S	heal:amount=60|unparsed:选择自己的1只宝可梦，，特殊状态也全部恢复。	C,D
		5740	北尚与南厦	S	discard_all_hand|discard_all_hand|draw:count=5|unparsed:从自己的牌库上方抽出1张，在看过后回复原样。然后，从2种效果中选择1种使用。◆弃牌区，。◆弃牌区，从	B
		6971	贝里菈	S	raw:从牌库抽卡直到自己手牌的张数比对手手牌的张数多1张为止。	F
		3117,6146,7702,8142	彼特	S	raw:从自己的手牌选择1张基本能量卡，附于备战宝可梦身上。	D
		3290	碧蓝的探索	S	search_deck_to_hand:count=2;filter=训练家|shuffle_deck|unparsed:若自己的场上有拥有特性的宝可梦，则这张卡无法使用。。。	C
		6247	滨名的后援	S	recover_from_discard:count=1|unparsed:并重洗。	F
		9616,9755,9762	波琵	S	raw:选择最多2个自己的场上的1只宝可梦身上附加的能量，改附于自己的另1只宝可梦身上。	G
		1281,1867,2035	波普菈	S	coin_flip:count=2|shuffle_deck|unparsed:从自己的牌库任意选择最多与正面出现的次数相同数量的卡，加入手牌。。	D
		98	伯特与天桐与寇恩	S	search_deck_to_hand:count=3;filter="汇流"宝可梦|shuffle_deck	E
		9682,9683,9821,9843,10290,10291,10960,11007,11641,11662,11686,11708,11728,11748,12012,12013,12058,12059,12270,12271,12272,12273,12770,12771,12772,12773,12774,12775,12776,12777,12778,13140,13165	博士的研究	S	discard_all_hand|draw:count=7	G
		8368,8494,8519,8560,9357	博士的研究（奥琳博士）	S	discard_all_hand|draw:count=7	G
		2273	博士的研究（大木博士）	S	discard_all_hand|draw:count=7	D
		8445,8469,8853,9358	博士的研究（弗图博士）	S	discard_all_hand|draw:count=7	G
		1583,1705,1863,2032,2262,2451,2524,3093,3116,6145,8141	博士的研究（木兰博士）	S	discard_all_hand|draw:count=7	D
		6246,6275,6769,6877,6899,7452,7472,7591,7722,7745,7767,8114,8207,8290	博士的研究（山梨博士）	S	discard_all_hand|draw:count=7	F
		6324	博士的研究（维罗博士）	S	discard_all_hand|draw:count=7	D
		2265	捕虫少年	S	coin_flip:count=1|draw:count=2|unparsed:若为正面，则再抽出2张卡。	E
		4823	布尔美丽	S	raw:这张卡只有在将自己的2张手牌丢到弃牌区才可使用。将对手的场上宝可梦身上所附加的1个能量丢到弃牌区。	A
		7260	布兰雪	S	coin_flip:count=1|draw:count=2|attach_energy_from_discard:count=1;filter=【水】;target=bench|unparsed:然后，若为正面，则身上。	F
		2260,5735,5917,6764,7563,7589,7720,7743,7765,8205,8466,8491,8516,8850,9352,10785,12258,12259,12260,12762	裁判	S	draw:count=4|unparsed:双方玩家各将手牌全部放回牌库并重洗。然后，各。	B,E,G
		583,1700,1860,7699	彩豆	S	raw:将自己的牌库上方5张卡丢弃，将其中的能量卡全部以任意方式附于备战区的【斗】宝可梦身上。	D
		5174	菜种	S	heal:amount=80	B
		6970,8113,8285,8583	菜种的活力	S	draw:count=2|unparsed:然后，从自己的手牌选择最多2张【草】能量卡，附于1只备战宝可梦身上。	F
		7037,8107,8280	查克洛	S	raw:在这个回合，自己的【斗】宝可梦使用的招式，对对手的战斗宝可梦造成的伤害"+30"点。在自己的回合，若将自己的2张手牌（"查克洛"除外）丢弃，则可从自己的弃牌区将	F
		5183	朝蜜	S	raw:这张卡只有在将自己的手牌抽出"昼珠""夕丝""夜妮"各1张丢到弃牌区时才可使用。从自己的牌库上方抽出12张并查看，将其中的任意数量的能量卡，以任意方式附于自己的	B
		5739	成也・大木	S	raw:从自己的牌库抽出2张。若双方的战斗宝可梦为相同属性，则再抽出2张。	B
		4506	赤红&青绿	S	attach_energy_from_deck:count=1;filter=从自己的场上的1只宝可梦进化而来的"宝可梦GX"，放置于该宝可梦身上完成进化。并且重洗牌库。（对自己的最初回合与刚使出的宝可梦无法使用。）在使用这张卡时，可额外将自己的2张手牌丢到弃牌区。这个情况下，从自己的牌库中抽出最多2张基本|unparsed:完成进化的宝可梦身上。	C
		3292,3969	赤红的挑战	S	shuffle_deck|unparsed:这张卡只有在将自己的2张手牌丢到弃牌区才可使用。从自己的牌库抽出1张任意卡加入手牌。。	C
		5728	赤日◇	S	raw:若自己的战斗场上没有【水】或者【钢】宝可梦，则这张卡无法使用。对手将对手自己的备战宝可梦与其身上所附加的所有卡放回牌库并重洗，直到对手的备战宝可梦变为2只为止。	B
		11888,11914,12021,12053,12584,12840,12972	赤松	S	attach_energy_from_deck:count=2;filter=各不同属性的基本能量卡，在给对手看过后，其中1张加入手牌，剩余的|shuffle_deck|unparsed:自己的宝可梦身上。。	H
		11987,12345	冲浪手	S	switch_pokemon:who=self|unparsed:然后，从牌库抽卡直到自己的手牌满5张为止。	H
		1278,1856	大姐姐	S	draw:count=2|unparsed:这张卡可在先攻玩家的最初回合使用。。	D
		4498	大木博士的准备	S	shuffle_deck|unparsed:从自己的牌库抽出最多3张不同属性的【基础】宝可梦放置于备战区。。	C
		5736,5919	大吾的决断	S	end_turn|shuffle_deck|unparsed:从自己的牌库中抽出最多3张任意卡加入手牌。。	B
		584,2261,6082,6305,7697	丹帝	S	raw:在这个回合，自己的宝可梦使用的招式，对对手的战斗宝可梦造成的伤害"+30"点。	D
		11381,11444,11451,11726,12056,12591,12979	丹瑜	S	discard_all_hand|draw:count=5|unparsed:这张卡可在先攻玩家的最初回合使用。  ，。	H
		5173	地底探险队	S	raw:从自己的牌库下方抽出4张并查看，将其中的2张卡加入手牌。将剩余卡以任意顺序排列，放回牌库下方。	B
		4666	登山男	S	raw:从自己或者对手的牌库上方查看5张，选择其中任意1张卡。将剩余卡放回牌库并重洗，并将所选的卡放回牌库上方。	A
		1702,2929	邓培	S	draw:count=2|unparsed:与对手玩家猜拳，若己方获胜，则再抽出2张卡。	D
		3307,5738,5921	电次	S	shuffle_deck|unparsed:从自己的牌库抽出物品卡与【雷】能量卡各1张，在给对手看过后加入手牌。。	B
		5920	电视记者	S	raw:从自己的牌库抽出3张。然后，从自己的手牌抽出1张丢到弃牌区。	B
		5737	钓鱼者	S	recover_from_discard:count=1	B
		6853,8112,8284,8582	杜娟	S	raw:这张卡只可在对手剩余奖赏卡的张数为3张以下时使用。双方玩家各将手牌全部放回牌库并重洗。然后，从牌库抽卡，自己抽出6张，对手抽出2张。	F
		11986,12344,12351,12842	杜若	S	raw:查看自己的牌库上方7张卡，从其中选择宝可梦卡与训练家卡各1张，在给对手看过后加入手牌。将剩余卡放回牌库并重洗。	H
		5182	渡◇	S	shuffle_deck|unparsed:这张卡只有在上个对手的回合，自己的宝可梦【气绝】了才可使用。 从自己的牌库抽出最多2张【龙】宝可梦，	B
		8467,8492,8517,8851,9354,12261,12262,12263,12264,12765	短裤小子	S	shuffle_hand_to_deck:who=self;draw:count=5	G
		11988,12346,12767	朵拉塞娜	S	coin_flip:count=1|draw:count=8|draw:count=3|unparsed:将自己的手牌全部放回牌库并重洗。然后，，若为正面，则，若为反面，则。	H
		3118	风露	S	search_deck_to_hand:count=1;filter=训练家|shuffle_deck	D
		3493,5176	枫与南	S	switch_pokemon:who=self|draw:count=5|unparsed:这张卡可从2种效果中选择1种使用。 ◆将自己的手牌全部放回牌库并重洗。然后，。 ◆。	B
		5741	弗拉达利◇	S	lost_zone|unparsed:从对手的弃牌区抽出与自己的场上的【火】宝可梦相同数量的任意卡，。	B
		10089,11008,11589,11594,12060,12596,12984	弗图博士的剧本	S	raw:选择1只自己的场上宝可梦，放回手牌。（宝可梦以外的卡全部丢弃。）	G
		2607	芙蓉	S	raw:在这个回合，自己的"宝可梦【VMAX】"使用招式的伤害，不计算对手的战斗宝可梦身上的附加效果。	E
		6077	伽勒尔的伙伴	S	draw:count=3	E
		6969,8110,8282	刚石	S	shuffle_deck|unparsed:这张卡必须从自己的手牌将2张【钢】能量卡丢弃才可使用。从自己的牌库任意选择最多2张卡加入手牌。。	F
		3818,4821	格拉吉欧	S	raw:查看自己的所有反面朝上的奖赏卡的正面，将其中1张与这张"格拉吉欧"互换并加入手牌。然后，将这张"格拉吉欧"与所有剩余奖赏卡全部翻回反面并重洗，当作奖赏卡放置。	A
		7690,8176	工人	S	draw:count=3|unparsed:将场上的竞技场卡丢弃。	F
		8730	古鲁夏	S	raw:从牌库抽卡直到自己的手牌满5张为止。若自己的场上宝可梦身上1张能量卡都没有附加，则抽卡直到满7张为止。	G
		3305,3983,4313,4663,5916,6308	古兹马	S	switch_pokemon:who=self|unparsed:选择对手的1只备战宝可梦，与战斗宝可梦互换。然后，。	A
		4500	古兹马&哈拉	S	search_deck_to_hand:count=1;filter="竞技场"|shuffle_deck|unparsed:在使用这张卡时，可额外将自己的2张手牌丢到弃牌区。这个情况下，可将"宝可梦道具"与"特殊能量"各1张	C
		3800	怪兽狂	S	search_deck_to_hand:count=3;filter=【撤退】所需的能量为4个的宝可梦|shuffle_deck	C
		3984,4314,4517,5733	观光客	S	raw:从牌库抽卡直到自己的手牌满5张为止。若希望，可在从牌库抽卡前，将自己的任意数量的手牌丢到弃牌区。	B
		11178,11614	管理员	S	draw:count=2|unparsed:然后，若场上有"居民会馆"，则不丢弃这张"管理员"，而是放回牌库并重洗。	H
		4822	哈拉	S	draw:count=4|unparsed:将自己的手牌全部放回牌库并重洗。然后，。若己方已经使用了GX招式，则改为抽出7张。	A
		3804	哈普乌	S	raw:从自己的牌库上方抽出6张并查看，将其中的2张卡加入手牌。将剩余卡丢到弃牌区。	C
		3986,4316,4665	哈乌	S	raw:从自己的牌库抽出3张。	A
		11890,11916	海岱	S	draw:count=4|unparsed:选择2张自己的手牌，以任意顺序排列，放回牌库下方。然后，。（若无法放回2张自己的手牌，则无法使用这张	H
		1588,1709,1866,2034,2264,2454,3097,6148,7700,8145	赫普	S	draw:count=3	D
		6245,8111,8283	黑连的关心	S	raw:选择1只自己的身上放置有伤害指示物的【无】宝可梦，将那只宝可梦与附加的卡，全部放回手牌。	F
		95	花月	S	look_at:target=opponent_hand|unparsed:从其中选择最多2张"宝可梦道具""竞技场""特殊能量"卡，将其丢弃。	E
		4826	皇家蒙面人	S	raw:从自己的手牌抽出1张基本能量卡，附于自己的【草】或者【火】或者【水】属性的【2阶进化】宝可梦身上。	A
		8655,9349	凰檗	S	raw:选择1张自己的手牌，放回牌库下方。然后，从牌库抽卡直到自己的手牌满5张为止。（若自己的手牌只有这1张，则无法使用这张卡。）	G
		7108	火夏	S	search_deck_to_hand:count=3;filter=进化宝可梦卡（"拥有规则的宝可梦"除外）|shuffle_deck	F
		5924	伙星	S	raw:从自己的牌库抽出2张。然后，在不看正面的情况下，从对手的手牌抽出1张丢到弃牌区。	B
		4503	霍米加	S	raw:从自己的手牌抽出最多2张宝可梦（"宝可梦GX・EX"除外）丢到弃牌区，从自己的牌库抽出其张数×3张。	C
		8366,8465,9351	吉尼亚	S	search_deck_to_hand:count=2;filter=进化宝可梦|shuffle_deck	G
		5742,5925	吉宪	S	shuffle_deck|unparsed:这张卡只有在将自己的手牌抽出2张【水】能量卡丢到弃牌区才可使用。从自己的牌库抽出最多2张任意卡加入手	B
		1003,2024	嘉德丽雅	S	raw:选择任意数量的自己的手牌，以任意顺序排列，放回牌库下方。然后，从牌库抽出与放回的张数相同数量的卡。	E
		3471	教练训练家	S	raw:从自己的牌库抽出2张。若自己的战斗宝可梦为"TAG TEAM"，则再抽出2张。	C
		5169	究极调查队	S	raw:从自己的手牌抽出最多2张"究极异兽"丢到弃牌区，从自己的牌库抽出其张数×3张。	B
		3284	究极森林的神纸使	S	raw:在这个回合，自己的"究极异兽"使用招式的伤害，不计算对手的战斗宝可梦身上的附加效果。	C
		3807	菊老大	S	raw:从自己的牌库上方抽出7张丢到弃牌区，将其中的所有物品卡给对手看过后加入手牌。	C
		1004,6756	菊子	S	raw:选择最多3个自己的战斗宝可梦身上放置的伤害指示物，改放于对手的战斗宝可梦身上。	E
		5732	卡露妮	S	recover_from_discard:count=1|unparsed:这张卡只有在上个对手的回合，自己的【妖】宝可梦【气绝】了才可使用。。	B
		3492,4662,4977,5914	卡奇	S	end_turn|attach_energy_from_deck:count=4;filter=【火】|shuffle_deck|unparsed:自己的1只宝可梦身上。。	A
		1279,1699,1858,2025	卡芜	S	shuffle_hand_to_deck:who=self;draw:count=4|unparsed:若自己的场上宝可梦只有战斗宝可梦，则改为抽出8张卡。	D
		5915	卡希丽	S	coin_flip:count=1|unparsed:从自己的牌库抽出2张。然后，若为正面，则这张"卡希丽"不会丢到弃牌区，而是放回手牌。	B
		7258	坎迪拉	S	coin_flip:count=1|draw:count=2|attach_energy_from_discard:count=1;filter=【火】;target=bench|unparsed:然后，若为正面，则身上。	F
		796,1859,2027,2446,6080,6274,6760	可尔妮的气势	S	raw:从牌库抽卡直到自己的手牌满6张为止。	E
		13089,13191	可怕的哥哥	S	raw:选择1只对手的宝可梦，将那只宝可梦身上附加的"宝可梦道具"卡与"特殊能量"卡各丢弃1张。	I
		657,2026,6079,6758,7448,7468,8580	克拉拉	S	recover_from_discard:count=2;filter=宝可梦卡与最多2张基本能量;target=hand|unparsed:（可只选择宝可梦卡或者只选择基本能量卡。）	E
		8656,10286	克拉韦尔	S	search_deck_to_hand:count=3;filter=HP为"120"以下的【基础】宝可梦|shuffle_deck	G
		4516,5729	空木博士的指导	S	search_deck_to_hand:count=3;filter="60"HP以下的宝可梦|shuffle_deck	B
		12751,12752,12753,12754,12755,12756,12757,12758,12759	空手道王的演练	S	raw:在这个回合，自己的宝可梦使用的招式，对对手的战斗场的"宝可梦【ex】"造成的伤害"+40"点。	H
		8553,12803	寇沙	S	raw:将自己的所有手牌放回牌库并重洗。然后，从牌库抽出比放回张数多1张的卡。	G
		4664	骷髅队手下	S	raw:在看过对手的手牌后，将其中的2张能量卡丢到弃牌区。	A
		11513,11783	库瑟洛斯奇的企图	S	raw:对手将对手自己的手牌丢弃直到变为3张为止。	H
		7487	拉苯博士	S	recover_from_discard:count=3;filter=名称中有"洗翠"的宝可梦;target=hand	F
		9617,9756	莱姆	S	switch_pokemon:who=opponent;choose=opponent|draw:count=3|unparsed:放置于战斗场的宝可梦。]	G
		6087	老板	S	end_turn|shuffle_deck|unparsed:选择最多3只自己的备战宝可梦，从牌库附给那些宝可梦各1张各不同属性的基本能量卡。。	E
		8658,9684,9822,9844,10295,10961,11009,11643,11664,11687,11709,11729,11749,12062,12278,12418,12780,13142,13166	老大的指令	S	switch_pokemon:who=opponent	G
		1587,1708,1865,2263,2526,2930,3096,6147,8162	老大的指令（坂木）	S	switch_pokemon:who=opponent	D
		6248,6276,6772,6878,6900,7454,7474,7592,7723,8116,8209,8292,8585	老大的指令（赤日）	S	switch_pokemon:who=opponent	F
		6086	老大的指令（弗拉达利）	S	switch_pokemon:who=opponent	D
		9360	老大的指令（魁奇思）	S	switch_pokemon:who=opponent	G
		10109,12812	蕾荷	S	raw:查看自己的牌库上方5张卡，从其中选择任意数量的卡，将其丢弃。将剩余卡以任意顺序排列，放回牌库上方。	G
		656,6755	梨花的信念	S	raw:在这个回合，自己的"一击"宝可梦使用的招式，对对手的战斗宝可梦造成的伤害，依对手已经获得的奖赏卡每1张"+20"点。	E
		4502	丽枣&哈奇酷侠	S	raw:从双方的牌库上方各抽出3张丢到弃牌区。在使用这张卡时，可额外将自己的3张手牌丢到弃牌区。这个情况下，双方玩家各将宝可梦丢到弃牌区直到自己的备战宝可梦变为3只为止	C
		4667	丽姿	S	search_deck_to_hand:count=2;filter="宝可梦GX"|shuffle_deck	A
		4497	莉佳	S	raw:双方玩家若希望，可各从牌库抽出最多3张。（自己先从牌库抽出。）	C
		3285,3965	莉佳的款待	S	raw:若自己的手牌包含这张卡有6张以上，则这张卡无法使用。从自己的牌库抽出与对手的场上宝可梦相同数量的卡。	C
		9027,9062,9072	莉佳的招待	S	look_at:target=opponent_hand|unparsed:从其中选择1张【基础】宝可梦卡，放置于对手的备战区。然后，将那只宝可梦与战斗宝可梦互换。	G
		3987,4319,4518,4668,4825,4983,5928,6307	莉莉艾	S	raw:从牌库抽卡直到自己的手牌满6张为止。若在自己的最初回合使用，则抽卡直到满8张为止。	A
		4320,4505	莉莉艾的全力	S	raw:从自己的牌库抽出4张。在使用这张卡的回合结束时，若自己的手牌为3张以上，则将手牌放回牌库并重洗直到自己的手牌为2张为止。	C
		10090,11590,11595,11688	莉普	S	recover_from_discard:count=1	G
		585	联盟职员	S	draw:count=2|unparsed:若场上有"宫门竞技场"，则再抽出2张卡。	D
		7375	捩木	S	raw:从自己的弃牌区选择1张【基础】宝可梦卡，与自己的场上的1只【基础】宝可梦互换（所附加的卡・伤害指示物・特殊状态・效果等全部保留）。将换下的宝可梦丢弃。	F
		3808,4321	溜冰手	S	draw:count=2|unparsed:从自己的手牌抽出1张丢到弃牌区。然后，。若丢到弃牌区的卡为能量卡，则再抽出2张。	C
		5746	琉琪亚	S	search_deck_to_hand:count=2;filter=◇（棱柱之星）|shuffle_deck	B
		11989,12347,12352	琉琪亚的展示	S	raw:选择1只对手的备战区的【基础】宝可梦，与战斗宝可梦互换。然后，将新上场的宝可梦【混乱】。	H
		586,1711,1870,2040,6092,7701	露璃娜	S	recover_from_discard:count=1	D
		4519,4669	露莎米奈	S	recover_from_discard:count=1	A
		5181	露莎米奈◇	S	prevent_damage:source=attack|unparsed:这张卡只有在对手剩余奖赏卡的张数为3张时才可使用。在下个对手的回合，自己的所有"究极异兽"。	B
		1428,2528,6093	洛兹	S	discard_all_hand|attach_energy_from_discard:count=2;filter=基本;target=any|unparsed:【VMAX】"身上。然后，。	D
		6854	马加木	S	draw:count=4|unparsed:选择1张自己的手牌，将剩余的手牌全部丢弃。然后，。（若自己的手牌只有这1张，则无法使用这张卡。）	F
		3477	马睿因	S	recover_from_discard:count=1|unparsed:这张卡只有在从自己的手牌抽出2张【钢】能量卡丢到弃牌区才可使用。并重洗。	C
		797	马士德 连击流	S	raw:在自己的回合时，支援者卡只可使用1张。	E
		2608	马士德 一击流	S	draw:count=5|shuffle_deck|unparsed:这张卡只有在自己的手牌只有这1张时才可使用。 从自己的牌库选择1张"一击"宝可梦卡，放置于备战区。。	E
		3291	马志士的作战	S	raw:这张卡只有在自己剩余奖赏卡的张数比对手剩余奖赏卡的张数多时才可使用。在这个回合，自己可使用的支援者卡改为3张。（包含这张卡。）	C
		4824	玛奥	S	raw:从自己的牌库选择任意2张卡。重洗剩余牌库，将所选的卡以任意顺序排列，放回牌库上方。	A
		3805	玛奥&水莲	S	heal:amount=120	C
		867,2036,2455,6773	玛瓜	S	raw:查看自己的牌库上方7张卡。从其中选择任意数量的能量卡，在给对手看过后加入手牌。将剩余卡放回牌库并重洗。	E
		1589,1710,1868,2037,2456,2527,2931,3098,6088,6149,6277,7698,8163	玛俐	S	raw:双方玩家各将自己的手牌全部翻回反面并重洗，放回牌库下方。然后，从牌库抽卡，自己抽出5张，对手抽出4张。	D
		6774	玛俐的骄傲	S	attach_energy_from_discard:count=1;filter=基本;target=bench|unparsed:身上。	F
		2452,6085,7453,7473	冒险家的发现	S	search_deck_to_hand:count=3;filter="宝可梦【V】"|shuffle_deck	E
		7376	梅丽莎	S	lost_zone_ref|unparsed:这张卡只有在自己的有10张以上的卡时才可使用。在下个对手的回合，自己的所有宝可梦受到对手的"宝可梦【	F
		10024,11564,11569,12600,12811,12988	梅洛可	S	raw:这张卡必须在上个对手的回合自己的宝可梦【昏厥】了才可使用。 从自己的弃牌区选择1张"基本【火】能量"卡，附于自己的宝可梦身上。然后，从牌库抽卡直到自己的手牌满6	G
		937,2038,2457,6089,6775,8117,8286	美蓉	S	draw:count=3|attach_energy_from_discard:count=1;filter=【水】;target=any|unparsed:【V】"身上。然后，。	E
		7566	米可利	S	draw:count=3|draw:count=1|draw:count=1|unparsed:对手若希望，。这个情况下，自己再。	F
		8447	米莫莎	S	draw:count=3|recover_from_discard:count=1|unparsed:并重洗。然后，。	G
		6291	蜜叶	S	raw:从自己的牌库抽出与对手的备战区的"宝可梦【V】"数量相同数量的卡。	E
		3806,4318	鸣依	S	shuffle_deck|unparsed:这张卡只有在上个对手的回合，自己的宝可梦【气绝】了才可使用。 从自己的牌库抽出宝可梦・训练家卡・基本	C
		1074,2458,5745,6776	模仿少女	S	raw:将自己的手牌全部放回牌库并重洗。然后，从自己的牌库抽出与对手的手牌张数相同数量的卡。	B,E
		5743,5926	茉莉	S	attach_energy_from_deck:count=1;filter=【妖】|shuffle_deck|unparsed:自己的宝可梦身上。。	B
		5171	默丹	S	raw:从自己的弃牌区抽出1张【恶】属性的【基础】宝可梦，与自己的1只场上宝可梦互换。（所附加的卡・伤害指示物・特殊状态・附加的效果等全部保留于新上场的宝可梦）。将换下	B
		8369,10296,10797	牡丹	S	raw:选择1只自己的场上的【基础】宝可梦，将那只宝可梦与附加的卡，全部放回手牌。	G
		6754	呐喊队的加油	S	recover_from_discard:count=3;target=deck|unparsed:并重洗。	F
		2927,8160	呐喊队手下	S	raw:选择1个对手的场上宝可梦身上附加的能量，放回对手的手牌。	D
		12594,12807,12845,12982	纳莉	S	discard_all_hand|draw:count=4|unparsed:在使用了这张卡的回合结束时，若自己的手牌有5张以上，则。	H
		3475	娜姿的暗示	S	look_at:target=opponent_hand|unparsed:若希望，可选择其中的1张支援者卡，将该支援者卡的效果，作为这张卡的效果使用。	C
		9029,9064	奈奈美的帮助	S	draw:count=2|unparsed:在看过所有反面朝上的自己的奖赏卡的正面后，回复原样。	G
		1140,2450,6767	男学生	S	draw:count=2|unparsed:若对手剩余奖赏卡的张数为5张・3张・1张，则再抽出2张卡。	E
		8468,8493,8518,8536,8852,9820,9842,9930,9931,10786,10794,10959,11006,12265,12266,12267,12268,12269,12769	妮莫	S	draw:count=3	G
		9355	妮莫（过去）	S	draw:count=3	G
		9356	妮莫（未来）	S	draw:count=3	G
		10289,10787,10795	聂凯	S	look_at:target=opponent_hand|unparsed:从自己的牌库抽出与其中支援者卡的张数×2张相同数量的卡。	G
		1280,1704,1862,2031,2523	聂梓	S	search_deck_to_hand:count=1;filter=【恶】宝可梦卡与能量卡|shuffle_deck	D
		1073,2449,6766	女学生	S	draw:count=2|unparsed:若对手剩余奖赏卡的张数为6张・4张・2张，则再抽出2张卡。	E
		1425,1698,1857	欧尼奥	S	draw:count=3|unparsed:然后，选择最多3张自己的手牌，将其丢弃。（一定要丢弃1张。）	D
		12595,12808,12983	帕底亚的伙伴	S	draw:count=3	H
		10292,10293,10788,10789	帕底亚的学生	S	search_deck_to_hand:count=1;filter=宝可梦卡（"拥有规则的宝可梦"除外）|shuffle_deck|unparsed:可加入手牌的宝可梦卡的张数增加与自己的弃牌区的"帕底亚的学生"（这张卡除外）的张数相同数量。	G
		8446,9359,10294,10796,11642,11663,12061,13110,13141	派帕	S	search_deck_to_hand:count=1;filter="物品"卡与"宝可梦道具"卡|shuffle_deck	G
		8731,12809	皮拿	S	raw:选择对手的所有宝可梦身上各自附加的特殊能量各1个，将其丢弃。	G
		936,6084,6770	皮欧尼	S	discard_all_hand|search_deck_to_hand:count=2;filter=训练家|shuffle_deck	E
