#atk1
151C-101	151C	101	1	雷弹连锁	L	20+	在造成伤害前，将任意数量的放于自己场上宝可梦身上的「宝可梦道具」放于弃牌区，追加造成其张数×40伤害。	0
151C-101	151C	101	2	电球	LC	70		0
151C-102	151C	102	1	滚球	CC	30×	抛掷硬币直到出现反面，造成正面次数×30伤害。	0
151C-103	151C	103	1	精神强念	CC	30+	追加造成对手战斗宝可梦身上附着的能量数量×30伤害。	0
151C-103	151C	103	2	头突	GGC	130		0
151C-104	151C	104	1	二连敲	F	10×	抛掷2次硬币，造成正面次数×10伤害。	0
151C-105	151C	105	1	骨棒投掷	F	30	给对手的1只备战宝可梦，也造成30伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-105	151C	105	2	潜力	FC	120	在下一个自己的回合，这只宝可梦无法使用招式。	0
151C-106	151C	106	1	龙卷风踢腿	F		给对手所有的宝可梦，各造成10伤害。将这只宝可梦与备战宝可梦互换。[备战宝可梦不计算弱点、抗性。]	0
151C-106	151C	106	2	踢倒	FFF	100		0
151C-107	151C	107	1	振奋拳	FF	60	在下一个自己的回合，这只宝可梦使用的「振奋拳」的伤害「+60」。	0
151C-108	151C	108	1	舌舔制约	CCC	70	在下一个对手的回合，受到这个招式影响的宝可梦，无法使用招式。	0
151C-109	151C	109	1	奇异瓦斯	CC	20	令对手的战斗宝可梦陷入【混乱】状态。	0
151C-110	151C	110	1	旋转瓦斯	CC	50	给对手所有的备战宝可梦，也各造成10伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-111	151C	111	1	撞飞	FC	20	将对手的战斗宝可梦与备战宝可梦互换。[放于战斗场的宝可梦由对手选择。]	0
151C-111	151C	111	2	岩石粉碎	FFC	70		0
151C-112	151C	112	1	摔碎	FC	30		0
151C-112	151C	112	2	领导力冲钻	FFC	40+	在这个回合，如果从手牌使出了「坂木的领导力」的话，则追加造成140伤害。	0
151C-113	151C	113	1	重掴	CCC	70		0
151C-114	151C	114	1	紧束礼节	G	10+	在这个回合，如果从手牌使出了「莉佳的邀请」的话，则追加造成60伤害。	0
151C-115	151C	115	1	三重抽取	C		从自己牌库上方抽取3张卡牌。	0
151C-115	151C	115	2	机关枪拳	CCC	100×	抛掷4次硬币，造成正面次数×100伤害。	0
151C-116	151C	116	1	泼水	W	10		0
151C-116	151C	116	2	锐利之鳍	WCC	40		0
151C-117	151C	117	1	致盲墨汁	WCC	50	在下一个对手的回合，受到这个招式影响的宝可梦在使用招式时，对手将抛掷2次硬币。只要出现1次反面，那么那个招式失败。	0
151C-118	151C	118	1	三连突刺	W	10×	抛掷3次硬币，造成正面次数×10伤害。	0
151C-118	151C	118	2	射水	CC	20		0
151C-119	151C	119	1	随心游动	W	10	抛掷1次硬币如果为正面，则在下一个对手的回合，这只宝可梦不受到招式的伤害和效果影响。	0
151C-119	151C	119	2	水流角击	CCC	60+	追加造成这只宝可梦身上附着的【水】能量数量×30伤害。	0
151C-120	151C	120	1	高速星星	WC	30	这个招式的伤害，不计算弱点、抗性以及对手战斗宝可梦身上所附加的效果。	0
151C-121	151C	121	1	高速攻击	WC	50		0
151C-122	151C	122	1	精神力量	C		将3个伤害指示物，以任意方式放置于对手的宝可梦身上。	0
151C-123	151C	123	1	辅助斩	G	20	选择自己弃牌区中的1张「基本【草】能量」，附着于备战宝可梦身上。	0
151C-123	151C	123	2	薄片利刃	GCC	70		0
151C-124	151C	124	1	心动之吻	WCC		如果对手的战斗宝可梦处于【睡眠】状态的话，则令其【昏厥】。	0
151C-124	151C	124	2	冰冻之风	WWW	120	令对手的战斗宝可梦陷入【睡眠】状态。	0
151C-125	151C	125	1	电气组合技	L	10+	如果自己的备战区有「鸭嘴火兽」的话，则追加造成40伤害。	0
151C-125	151C	125	2	殴打	LC	30		0
151C-126	151C	126	1	火种	R	10		0
151C-126	151C	126	2	闪焰组合技	RRC	80+	如果自己的备战区有「电击兽」的话，则追加造成80伤害。	0
151C-127	151C	127	1	夹住	GC	30		0
151C-127	151C	127	2	蛮干抛掷	GGC	90+	如果自己的剩余奖赏卡张数，比对手的剩余奖赏卡张数多的话，则追加造成90伤害。	0
151C-128	151C	128	1	集群	C		选择自己牌库中的1张【基础】宝可梦，放于备战区。并重洗牌库。	0
151C-128	151C	128	2	愤怒	CC	30+	追加造成这只宝可梦身上放置的伤害指示物数量×10伤害。	0
151C-129	151C	129	1	不断跃起	W		抛掷硬币直到出现反面，从自己牌库上方抽取与出现正面次数相同数量的卡牌。	0
151C-130	151C	130	1	破坏光线	WCCC	200	选择对手战斗宝可梦身上附着的1个能量，放于弃牌区。	0
151C-131	151C	131	1	背起	W		选择自己牌库中最多2张宝可梦，在给对手看过之后，加入手牌。并重洗牌库。	0
151C-131	151C	131	2	水流利刃	WCC	90		0
151C-132	151C	132	1	粘粑粑	C	10		0
151C-133	151C	133	1	多彩亲友	C		选择自己牌库中，属性各不相同的宝可梦最多3张，在给对手看过之后，加入手牌。并重洗牌库。	0
151C-133	151C	133	2	跳接	C	10		0
151C-134	151C	134	1	螺旋吸取	W	30	回复这只宝可梦「30」HP。	0
151C-134	151C	134	2	斗志潮漩	WCC	90+	如果对手的战斗宝可梦是「宝可梦【ex】・V」的话，则追加造成90伤害。	0
151C-135	151C	135	1	直击弹	L		给对手的1只宝可梦，造成30伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-135	151C	135	2	斗志惊雷	LCC	90+	如果对手的战斗宝可梦是「宝可梦【ex】・V」的话，则追加造成90伤害。	0
151C-136	151C	136	1	破坏之火	R	30	抛掷1次硬币如果为正面，则选择对手战斗宝可梦身上附着的1个能量，放于弃牌区。	0
151C-136	151C	136	2	斗志猛火	RCC	90+	如果对手的战斗宝可梦是「宝可梦【ex】・V」的话，则追加造成90伤害。	0
151C-137	151C	137	1	纹理4	C		从【草】【火】【水】【雷】【超】【斗】【恶】【钢】【龙】中选择1种属性。受到这个招式影响的宝可梦的弱点，变为被选择的属性。这个效果，一直持续到受到这个招式影响的宝可梦离开战斗场。［弱点按「×2」进行伤害计算。］	0
151C-138	151C	138	1	触手返还	WW	50	选择对手战斗宝可梦身上附着的1个能量，放回对手的手牌。	0
151C-139	151C	139	1	水流分裂	WW	90	给对手的2只备战宝可梦，也各造成30伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-140	151C	140	1	双重抓	FC	70×	抛掷2次硬币，造成正面次数×70伤害。	0
151C-141	151C	141	1	吸取之刃	FCC	100	回复这只宝可梦「30」HP。	0
151C-142	151C	142	1	滑翔	C	30		0
151C-142	151C	142	2	退化光线	CC	100	从对手的已经进化的战斗宝可梦身上，移除1张「进化卡」使其退化。将被移除的卡牌，放回对手的手牌。	0
151C-143	151C	143	1	厚重压制	CCC	130	给这只宝可梦也造成30伤害。	0
151C-144	151C	144	1	暴风雪	WWW	110	给对手所有的备战宝可梦，也各造成10伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-145	151C	145	1	闪电连弹	LLL	120	给身上放置有伤害指示物的对手的1只备战宝可梦，也造成90伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-146	151C	146	1	爆燃飞行	RRR		将这只宝可梦身上附着的2个【火】能量放于弃牌区，给对手的1只备战宝可梦，造成120伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-147	151C	147	1	敲打	W	10		0
151C-147	151C	147	2	龙之鞭打	WL	40		0
151C-148	151C	148	1	敲打	W	20		0
151C-148	151C	148	2	水流斩	WL	90	在下一个自己的回合，这只宝可梦无法使用招式。	0
151C-149	151C	149	1	龙之波动	WL	180	将自己牌库上方的2张卡牌放于弃牌区。	0
151C-150	151C	150	1	反射屏障	CC	20	在下一个对手的回合，当这只宝可梦受到招式的伤害时，将与受到的伤害数值相同的伤害指示物，放置于使用了招式的宝可梦身上。	0
151C-150	151C	150	2	精神打击	PPC	130	选择这只宝可梦身上附着的2个能量，放于弃牌区。	0
151C-151	151C	151	1	基因侵入	CCC		选择对手战斗宝可梦所拥有的1个招式，作为这个招式使用。	0
151C-152	151C	152	1	烧光	R		将场上的竞技场放于弃牌区。	0
151C-152	151C	152	2	吐火	RR	30		0
151C-153	151C	153	1	呼朋引伴	C		选择自己牌库中最多2张【基础】宝可梦，放于备战区。并重洗牌库。	0
151C-153	151C	153	2	撞击	CC	20		0
151C-154	151C	154	1	振翅	C	20		0
151C-155	151C	155	1	打雷	LLC	180	给这只宝可梦也造成50伤害。	0
151C-156	151C	156	1	引导	C		选择自己牌库中的1张支援者，在给对手看过之后，加入手牌。并重洗牌库。	0
151C-156	151C	156	2	踩踏踏	CC	20×	抛掷2次硬币，造成正面次数×20伤害。	0
151C-157	151C	157	1	飞叶快刀	CC	20		0
151C-158	151C	158	1	口水	CC	30		0
151C-159	151C	159	1	日光束	GCC	90		0
151C-160	151C	160	1	精神射击	P	20		0
151C-161	151C	161	1	瞬移攻击	P	30	将这只宝可梦与备战宝可梦互换。	0
151C-162	151C	162	1	突击	C	30	给这只宝可梦也造成10伤害。	0
151C-163	151C	163	1	愤怒之喙	C	10+	追加造成这只宝可梦身上放置的伤害指示物数量×30伤害。	0
151C-164	151C	164	1	滚动攻击	L	10+	抛掷1次硬币如果为正面，则追加造成20伤害。	0
151C-165	151C	165	1	雷弹连锁	L	20+	在造成伤害前，将任意数量的放于自己场上宝可梦身上的「宝可梦道具」放于弃牌区，追加造成其张数×40伤害。	0
151C-165	151C	165	2	电球	LC	70		0
151C-166	151C	166	1	高速星星	WC	30	这个招式的伤害，不计算弱点、抗性以及对手战斗宝可梦身上所附加的效果。	0
151C-167	151C	167	1	高速攻击	WC	50		0
151C-168	151C	168	1	粘粑粑	C	10		0
151C-169	151C	169	1	厚重压制	CCC	130	给这只宝可梦也造成30伤害。	0
151C-170	151C	170	1	充电	L		选择自己牌库中的1张「基本【雷】能量」，附着于这只宝可梦身上。并重洗牌库。	0
151C-170	151C	170	2	皮卡拳	LLC	50		0
151C-171	151C	171	1	充电	L		选择自己牌库中的1张「基本【雷】能量」，附着于这只宝可梦身上。并重洗牌库。	0
151C-171	151C	171	2	皮卡拳	LLC	50		0
151C-172	151C	172	1	充电	L		选择自己牌库中的1张「基本【雷】能量」，附着于这只宝可梦身上。并重洗牌库。	0
151C-172	151C	172	2	皮卡拳	LLC	50		0
151C-173	151C	173	1	充电	L		选择自己牌库中的1张「基本【雷】能量」，附着于这只宝可梦身上。并重洗牌库。	0
151C-173	151C	173	2	皮卡拳	LLC	50		0
151C-174	151C	174	1	剧毒鞭打	GGC	150	令对手的战斗宝可梦陷入【中毒】和【混乱】状态。	0
151C-175	151C	175	1	英勇之翼	R	60+	如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。	0
151C-175	151C	175	2	爆炎漩涡	RRRR	330	选择这只宝可梦身上附着的3个能量，放于弃牌区。	0
151C-176	151C	176	1	双重加农炮	WW	140×	从自己手牌将最多2张「基本【水】能量」放于弃牌区，造成其张数×140伤害。	0
151C-177	151C	177	1	束缚	DD	70	在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。	0
151C-177	151C	177	2	恐吓獠牙	DDD	150	对手选择对手自己的2张手牌，放于弃牌区。	0
151C-178	151C	178	1	热风	R	30	令对手的战斗宝可梦陷入【灼伤】状态。	0
151C-178	151C	178	2	炽火延烧	RC	80+	如果自己的手牌张数与对手的手牌张数相同的话，则追加造成140伤害。	0
151C-179	151C	179	1	朋友冲撞	CCC	90+	在这个回合，如果从手牌使出了支援者的话，则追加造成90伤害。	0
151C-180	151C	180	1	意志劫持	CC	90+	追加造成对手备战宝可梦数量×30伤害。	0
151C-180	151C	180	2	维度之手	PP	120	这个招式，即使这只宝可梦在备战区也能使用。	0
151C-181	151C	181	1	强劲滚动	F	50	在下一个自己的回合，这只宝可梦所使用的招式，给对手战斗宝可梦造成的伤害「+120」。	0
151C-181	151C	181	2	岩石冲撞	FCC	180	这个招式的伤害不计算抗性。	0
151C-182	151C	182	1	三重抽取	C		从自己牌库上方抽取3张卡牌。	0
151C-182	151C	182	2	机关枪拳	CCC	100×	抛掷4次硬币，造成正面次数×100伤害。	0
151C-183	151C	183	1	心动之吻	WCC		如果对手的战斗宝可梦处于【睡眠】状态的话，则令其【昏厥】。	0
151C-183	151C	183	2	冰冻之风	WWW	120	令对手的战斗宝可梦陷入【睡眠】状态。	0
151C-184	151C	184	1	闪电连弹	LLL	120	给身上放置有伤害指示物的对手的1只备战宝可梦，也造成90伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-185	151C	185	1	基因侵入	CCC		选择对手战斗宝可梦所拥有的1个招式，作为这个招式使用。	0
151C-186	151C	186	1	朋友冲撞	CCC	90+	在这个回合，如果从手牌使出了支援者的话，则追加造成90伤害。	0
151C-187	151C	187	1	意志劫持	CC	90+	追加造成对手备战宝可梦数量×30伤害。	0
151C-187	151C	187	2	维度之手	PP	120	这个招式，即使这只宝可梦在备战区也能使用。	0
151C-188	151C	188	1	基因侵入	CCC		选择对手战斗宝可梦所拥有的1个招式，作为这个招式使用。	0
151C-189	151C	189	1	意志劫持	CC	90+	追加造成对手备战宝可梦数量×30伤害。	0
151C-189	151C	189	2	维度之手	PP	120	这个招式，即使这只宝可梦在备战区也能使用。	0
151C-190	151C	190	1	闪电连弹	LLL	120	给身上放置有伤害指示物的对手的1只备战宝可梦，也造成90伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-191	151C	191	1	基因侵入	CCC		选择对手战斗宝可梦所拥有的1个招式，作为这个招式使用。	0
151C-192	151C	192	1	基因侵入	CCC		选择对手战斗宝可梦所拥有的1个招式，作为这个招式使用。	0
30thP-001	30thP	001	1	寄生种子	G	10	回复这只宝可梦「10」HP。	0
