#flt1
151C-092	50	0	P	1	0	P	20	1
151C-093	80	1	P	1	a0005	PC	30	1
151C-094	130	2	P	0	200	P,PC	50×,110	1
151C-095	120	0	F	4	20000	CC,FFCC	80×,100	1
151C-096	80	0	P	2	0	PC	30	1
151C-097	110	1	P	2	80011	PPC	110	1
151C-098	70	0	W	1	2004	W,WWW	,50	1
151C-099	140	1	W	3	20000	WWW,WWWW	90,220	1
151C-100	60	0	L	1	2000	L	10+	1
151C-101	90	1	L	1	28000	L,LC	20+,70	1
151C-102	60	0	G	1	2000	CC	30×	1
151C-103	140	1	G	3	0	CC,GGC	30+,130	1
151C-104	70	0	F	1	82001	F	10×	1
151C-105	120	1	F	2	0	F,FC	30,120	1
151C-106	120	0	F	2	0	F,FFF	,100	1
151C-107	120	0	F	1	80201	FF	60	1
151C-108	100	0	C	4	0	CCC	70	1
151C-109	60	0	D	1	10	CC	20	1
151C-110	110	1	D	2	82001	CC	50	1
151C-111	100	0	F	3	4	FC,FFC	20,70	1
151C-112	120	1	F	4	0	FC,FFC	30,40+	1
151C-113	110	0	C	2	82005	CCC	70	1
151C-114	80	0	G	2	0	G	10+	1
151C-115	230	0	C	2	2002	C,CCC	,100×	1
151C-116	60	0	W	1	0	W,WCC	10,40	1
151C-117	80	1	W	1	2000	WCC	50	1
151C-118	70	0	W	1	2000	W,CC	10×,20	1
151C-119	110	1	W	2	2000	W,CCC	10,60+	1
151C-120	60	0	W	1	0	WC	30	1
151C-121	90	1	W	1	a0201	WC	50	1
151C-122	90	0	P	1	80201	C		1
151C-123	70	0	G	0	20004	G,GCC	20,70	1
151C-124	200	0	W	2	10	WCC,WWW	,120	1
151C-125	90	0	L	2	0	L,LC	10+,30	1
151C-126	90	0	R	2	0	R,RRC	10,80+	1
151C-127	120	0	G	2	0	GC,GGC	30,90+	1
151C-128	120	0	C	2	204	C,CC	,30+	1
151C-129	30	0	W	1	2002	W		1
151C-130	190	1	W	4	a0005	WCCC	200	1
151C-131	110	0	W	1	4	W,WCC	,90	1
151C-132	60	0	C	1	a0005	C	10	1
151C-133	70	0	C	1	4	C,C	,10	1
151C-134	130	1	W	2	8	W,WCC	30,90+	1
151C-135	110	1	L	0	0	L,LCC	,90+	1
151C-136	130	1	R	2	22004	R,RCC	30,90+	1
151C-137	60	0	C	1	4	C		1
151C-138	100	1	W	2	4	WW	50	1
151C-139	150	2	W	3	80801	WW	90	1
151C-140	90	1	F	2	2000	FC	70×	1
151C-141	160	2	F	2	80009	FCC	100	1
151C-142	130	1	C	0	0	C,CC	30,100	1
151C-143	150	0	C	4	a0005	CCC	130	1
151C-144	120	0	W	2	80001	WWW	110	1
151C-145	200	0	L	2	80201	LLL	120	1
151C-146	120	0	R	2	a0001	RRR		1
151C-147	60	0	N	1	0	W,WL	10,40	1
151C-148	100	1	N	2	0	W,WL	20,90	1
151C-149	180	2	N	3	a0001	WL	180	1
151C-150	130	0	P	2	20204	CC,PPC	20,130	1
151C-151	180	0	P	0	80007	CCC		1
151C-152	70	0	R	1	30000	R,RR	,30	1
151C-153	50	0	C	1	4	C,CC	,20	1
151C-154	80	1	C	0	0	C	20	1
151C-155	120	1	L	1	80025	LLC	180	1
151C-156	70	0	C	1	2004	C,CC	,20×	1
151C-157	60	0	G	1	0	CC	20	1
151C-158	70	1	G	1	80005	CC	30	1
151C-159	140	2	G	2	80005	GCC	90	1
151C-160	50	0	P	1	0	P	20	1
151C-161	80	1	P	1	0	P	30	1
151C-162	70	0	C	1	0	C	30	1
151C-163	100	1	C	1	80203	C	10+	1
151C-164	60	0	L	1	2000	L	10+	1
151C-165	90	1	L	1	28000	L,LC	20+,70	1
151C-166	60	0	W	1	0	WC	30	1
151C-167	90	1	W	1	a0201	WC	50	1
151C-168	60	0	C	1	a0005	C	10	1
151C-169	150	0	C	4	a0005	CCC	130	1
151C-170	60	0	L	1	4	L,LLC	,50	1
151C-171	60	0	L	1	4	L,LLC	,50	1
151C-172	60	0	L	1	4	L,LLC	,50	1
151C-173	60	0	L	1	4	L,LLC	,50	1
151C-174	340	2	G	4	80019	GGC	150	1
151C-175	330	2	R	2	20204	R,RRRR	60+,330	1
151C-176	330	2	W	3	a0001	WW	140×	1
151C-177	270	1	D	2	20804	DD,DDD	70,150	1
151C-178	260	1	R	2	10	R,RC	30,80+	1
151C-179	250	1	C	3	80009	CCC	90+	1
151C-180	310	2	P	1	0	CC,PP	90+,120	1
151C-181	330	2	F	4	0	F,FCC	50,180	1
151C-182	230	0	C	2	2002	C,CCC	,100×	1
151C-183	200	0	W	2	10	WCC,WWW	,120	1
151C-184	200	0	L	2	80201	LLL	120	1
151C-185	180	0	P	0	80007	CCC		1
151C-186	250	1	C	3	80009	CCC	90+	1
151C-187	310	2	P	1	0	CC,PP	90+,120	1
151C-188	180	0	P	0	80007	CCC		1
151C-189	310	2	P	1	0	CC,PP	90+,120	1
151C-190	200	0	L	2	80201	LLL	120	1
151C-191	180	0	P	0	80007	CCC		1
151C-192	180	0	P	0	80007	CCC		1
30thP-001	80	0	G	2	8	G	10	1
30thP-002	80	0	R	2	20004	R	30	1
30thP-003	80	0	W	2	2010	W	10	1
30thP-010	90	0	G	3	0	GGC	60	1
30thP-011	60	0	R	1	2000	CC	20×	1
30thP-012	70	0	W	1	0	W	20	1
30thP-019	70	0	G	1	0	CC	20	1
30thP-020	70	0	R	1	10	RR	20	1
30thP-021	70	0	W	1	10	WW	20	1
CBB1C-0101	70	0	G	1	0	C,GC	10,20	1
CBB1C-0102	70	0	G	1	0	C,GC	10,20	1
CBB1C-0103	70	0	G	1	0	C,GC	10,20	1
CBB1C-0104	70	0	G	1	0	C,GC	20,20	1
CBB1C-0105	70	0	G	1	0	C,GC	10,20	1
CBB1C-0106	60	0	G	1	4	G,G	,10	1
CBB1C-0107	70	0	G	1	0	C,GC	10,20	1
CBB1C-0108	60	0	G	1	4	G,G	,10	1
CBB1C-0109	70	0	G	1	0	C,GC	10,20	1
CBB1C-0201	90	1	G	1	4	G,CC	30,50	1
CBB1C-0202	90	1	G	1	4	G,CC	30,50	1
CBB1C-0203	90	1	G	1	4	G,CC	30,50	1
CBB1C-0204	90	1	G	1	4	G,CC	30,50	1
CBB1C-0205	90	1	G	1	4	G,CC	30,50	1
CBB1C-0206	90	1	G	1	4	G,CC	30,50	1
CBB1C-0207	90	1	G	1	4	G,CC	30,50	1
CBB1C-0208	90	1	G	1	4	G,CC	30,50	1
CBB1C-0301	90	0	R	3	2008	C,RC	,30	1
CBB1C-0302	90	0	R	3	2008	C,RC	,30	1
CBB1C-0303	90	0	R	3	2008	C,RC	,30	1
CBB1C-0304	90	0	R	3	2008	C,RC	,30	1
CBB1C-0305	90	0	R	3	2008	C,RC	,30	1
CBB1C-0306	80	0	R	2	0	R	20	1
CBB1C-0307	90	0	R	3	2008	C,RC	,30	1
CBB1C-0308	90	0	R	3	2008	C,RC	,30	1
CBB1C-0309	90	0	R	3	2008	C,RC	,30	1
CBB1C-0401	110	1	R	3	0	R,RR	30,70	1
CBB1C-0402	110	1	R	3	0	R,RR	30,70	1
CBB1C-0403	110	1	R	3	0	R,RR	30,70	1
CBB1C-0404	110	1	R	3	0	R,RR	30,70	1
CBB1C-0405	110	1	R	3	0	R,RR	30,70	1
CBB1C-0406	110	1	R	3	0	R,RR	30,70	1
CBB1C-0407	110	1	R	3	0	R,RR	30,70	1
CBB1C-0408	110	1	R	3	0	R,RR	30,70	1
CBB1C-0501	60	0	W	1	2000	WC	20	1
CBB1C-0502	60	0	W	1	2000	WC	20	1
CBB1C-0503	60	0	W	1	2000	WC	20	1
CBB1C-0504	60	0	W	1	2000	WC	20	1
CBB1C-0505	60	0	W	1	2000	WC	20	1
CBB1C-0506	70	0	W	1	0	W	30	1
CBB1C-0507	60	0	W	1	2000	WC	20	1
CBB1C-0508	60	0	W	1	2000	WC	20	1
CBB1C-0509	60	0	W	1	2000	WC	20	1
CBB1C-0601	90	1	W	1	0	W,WC	30,50	1
CBB1C-0602	90	1	W	1	0	W,WC	30,50	1
CBB1C-0603	90	1	W	1	0	W,WC	30,50	1
CBB1C-0604	90	1	W	1	0	W,WC	30,50	1
CBB1C-0605	90	1	W	1	0	W,WC	30,50	1
CBB1C-0606	90	1	W	1	0	W,WC	30,50	1
CBB1C-0607	90	1	W	1	0	W,WC	30,50	1
CBB1C-0608	90	1	W	1	0	W,WC	30,50	1
CBB1C-0701	70	0	L	1	0	LLL	100	1
CBB1C-0702	70	0	L	1	0	LLL	100	1
CBB1C-0703	70	0	L	1	0	LLL	100	1
CBB1C-0704	70	0	L	1	0	LLL	100	1
CBB1C-0705	70	0	L	1	0	LLL	100	1
CBB1C-0706	70	0	L	1	0	C,LC	,30	1
CBB1C-0707	70	0	L	1	0	LLL	100	1
CBB1C-0708	70	0	L	1	0	C,LC	,30	1
CBB1C-0709	70	0	L	1	0	LLL	100	1
CBB1C-0801	70	0	R	1	2010	RC	20	1
CBB1C-0802	70	0	R	1	2010	RC	20	1
CBB1C-0803	70	0	R	1	2010	RC	20	1
CBB1C-0804	70	0	R	1	2010	RC	20	1
CBB1C-0805	70	0	R	1	2010	RC	20	1
CBB1C-0901	90	1	L	1	2010	L,LLC	30,70	1
CBB1C-0902	90	1	L	1	2010	L,LLC	30,70	1
CBB1C-0903	90	1	L	1	2010	L,LLC	30,70	1
CBB1C-0904	90	1	L	1	2010	L,LLC	30,70	1
CBB1C-0905	90	1	L	1	2010	L,LLC	30,70	1
CBB1C-1001	60	0	P	2	0	P,PCC	,30	1
CBB1C-1002	60	0	P	2	0	P,PCC	,30	1
CBB1C-1003	60	0	P	2	0	P,PCC	,30	1
CBB1C-1004	60	0	P	2	0	P,PCC	,30	1
CBB1C-1005	60	0	P	2	0	P,PCC	,30	1
CBB1C-1101	110	0	F	1	2000	F,FCC	20,90	1
CBB1C-1102	110	0	F	1	2000	F,FCC	20,90	1
CBB1C-1103	110	0	F	1	2000	F,FCC	20,90	1
CBB1C-1104	110	0	F	1	2000	F,FCC	20,90	1
CBB1C-1105	110	0	F	1	2000	F,FCC	20,90	1
CBB1C-1201	70	0	F	1	0	F,FCC	10,40	1
CBB1C-1202	70	0	F	1	0	F,FCC	10,40	1
CBB1C-1203	70	0	F	1	0	F,FCC	10,40	1
CBB1C-1204	70	0	F	1	0	F,FCC	10,40	1
CBB1C-1205	70	0	F	1	0	F,FCC	10,40	1
CBB1C-1301	60	0	D	2	10004	C,D	,10	1
CBB1C-1302	60	0	D	2	10004	C,D	,10	1
CBB1C-1303	60	0	D	2	10004	C,D	,10	1
CBB1C-1304	60	0	D	2	10004	C,D	,10	1
CBB1C-1305	60	0	D	2	10004	C,D	,10	1
CBB1C-1401	70	0	D	2	0	CC,DCC	20,50	1
CBB1C-1402	70	0	D	2	0	CC,DCC	20,50	1
CBB1C-1403	70	0	D	2	0	CC,DCC	20,50	1
CBB1C-1404	70	0	D	2	0	CC,DCC	20,50	1
CBB1C-1405	70	0	D	2	0	CC,DCC	20,50	1
CBB1C-1501	110	0	C	2	2000	CC,CCC	40,60×	1
CBB1C-1502	110	0	C	2	2000	CC,CCC	40,60×	1
CBB1C-1503	110	0	C	2	2000	CC,CCC	40,60×	1
CBB1C-1504	110	0	C	2	2000	CC,CCC	40,60×	1
CBB1C-1505	110	0	C	2	2000	CC,CCC	40,60×	1
CBB1C-1601	60	0	C	1	2	C,CCC	,30	1
CBB1C-1602	60	0	C	1	2	C,CCC	,30	1
CBB1C-1603	60	0	C	1	2	C,CCC	,30	1
CBB1C-1604	60	0	C	1	2	C,CCC	,30	1
CBB1C-1605	60	0	C	1	2	C,CCC	,30	1
CBB2C-0102	50	0	C	1	80005	CC	20	1
CBB2C-0104	50	0	C	1	80005	CC	20	1
CBB2C-0106	50	0	C	1	80005	CC	20	1
CBB2C-0108	50	0	C	1	80005	CC	20	1
CBB2C-0110	50	0	C	1	80005	CC	20	1
CBB2C-0112	50	0	C	1	80005	CC	20	1
CBB2C-0115	50	0	C	1	80005	CC	20	1
CBB2C-0702	110	1	G	2	4	C,GCC	,120	1
CBB2C-0704	110	1	G	2	4	C,GCC	,120	1
CBB2C-0706	110	1	G	2	4	C,GCC	,120	1
CBB2C-0708	110	1	G	2	4	C,GCC	,120	1
CBB2C-0710	110	1	G	2	4	C,GCC	,120	1
CBB2C-0712	110	1	G	2	4	C,GCC	,120	1
CBB2C-0713	210	0	G	2	0	G,GGC	30,180	1
CBB2C-0715	110	1	G	2	4	C,GCC	,120	1
CBB2C-0802	110	1	W	1	0	W,WWC	30,120	1
CBB2C-0804	110	1	W	1	0	W,WWC	30,120	1
CBB2C-0806	110	1	W	1	0	W,WWC	30,120	1
CBB2C-0808	110	1	W	1	0	W,WWC	30,120	1
CBB2C-0810	110	1	W	1	0	W,WWC	30,120	1
CBB2C-0812	110	1	W	1	0	W,WWC	30,120	1
CBB2C-0813	210	0	W	2	4	W,WWC	30,130	1
CBB3C-0101	100	1	P	2	4	P,PPP	,50	1
CBB3C-0102	100	1	P	2	4	P,PPP	,50	1
CBB3C-0103	100	1	P	2	4	P,PPP	,50	1
CBB3C-0104	100	1	P	2	4	P,PPP	,50	1
CBB3C-0105	100	1	P	2	4	P,PPP	,50	1
CBB3C-0106	100	1	P	2	4	P,PPP	,50	1
CBB3C-0107	260	1	P	2	80025	PPP	170	1
CBB3C-0201	70	0	C	1	2004	C,CC	,20	1
CBB3C-0202	70	0	C	1	2004	C,CC	,20	1
CBB3C-0203	70	0	C	1	2004	C,CC	,20	1
CBB3C-0204	70	0	C	1	2004	C,CC	,20	1
CBB3C-0205	70	0	C	1	2004	C,CC	,20	1
CBB3C-0206	70	0	C	1	2004	C,CC	,20	1
CBB3C-0207	70	0	C	1	2004	C,CC	,20	1
CBB3C-0301	130	2	D	1	80011	DC	100	1
CBB3C-0302	130	2	D	1	80011	DC	100	1
CBB3C-0303	130	2	D	1	80011	DC	100	1
CBB3C-0304	130	2	D	1	80011	DC	100	1
CBB3C-0305	130	2	D	1	80011	DC	100	1
CBB3C-0306	130	2	D	1	80011	DC	100	1
CBB3C-0307	130	2	D	1	80011	DC	100	1
CBB3C-0401	70	0	F	1	82001	F	10×	1
CBB3C-0402	70	0	F	1	82001	F	10×	1
CBB3C-0403	70	0	F	1	82001	F	10×	1
CBB3C-0404	70	0	F	1	82001	F	10×	1
CBB3C-0405	70	0	F	1	82001	F	10×	1
CBB3C-0406	70	0	F	1	82001	F	10×	1
CBB3C-0407	70	0	F	1	82001	F	10×	1
CBB3C-0501	120	1	R	2	20004	C,RRC	30,150	1
CBB3C-0502	120	1	R	2	20004	C,RRC	30,150	1
CBB3C-0503	120	1	R	2	20004	C,RRC	30,150	1
CBB3C-0504	120	1	R	2	20004	C,RRC	30,150	1
CBB3C-0505	120	1	R	2	20004	C,RRC	30,150	1
CBB3C-0506	120	1	R	2	20004	C,RRC	30,150	1
CBB3C-0507	270	1	D	2	0	DD,DDD	90,220	1
CBB3C-0601	150	2	P	2	a0003	PC	120	1
CBB3C-0602	150	2	P	2	a0003	PC	120	1
CBB3C-0603	150	2	P	2	a0003	PC	120	1
CBB3C-0604	150	2	P	2	a0003	PC	120	1
CBB3C-0605	150	2	P	2	a0003	PC	120	1
CBB3C-0606	150	2	P	2	a0003	PC	120	1
CBB3C-0607	310	2	P	2	a020d	PPC	190	1
CBB3C-0701	100	1	P	1	e0005	PP	50	1
CBB3C-0702	100	1	P	1	e0005	PP	50	1
CBB3C-0703	100	1	P	1	e0005	PP	50	1
CBB3C-0704	100	1	P	1	e0005	PP	50	1
CBB3C-0705	100	1	P	1	e0005	PP	50	1
CBB3C-0706	100	1	P	1	e0005	PP	50	1
CBB3C-0707	250	1	P	2	0	P,PC	30,60×	1
CBB3C-0801	100	0	D	1	28002	C,CC	,20+	1
CBB3C-0802	100	0	D	1	28002	C,CC	,20+	1
CBB3C-0803	100	0	D	1	28002	C,CC	,20+	1
CBB3C-0804	100	0	D	1	28002	C,CC	,20+	1
CBB3C-0805	100	0	D	1	28002	C,CC	,20+	1
CBB3C-0806	100	0	D	1	28002	C,CC	,20+	1
CBB3C-0807	210	0	D	1	0	D,DDC	,100+	1
CBB3C-0901	90	1	P	1	80025	PC	60	1
CBB3C-0902	90	1	P	1	80025	PC	60	1
CBB3C-0903	90	1	P	1	80025	PC	60	1
CBB3C-0904	90	1	P	1	80025	PC	60	1
CBB3C-0905	90	1	P	1	80025	PC	60	1
CBB3C-0906	90	1	P	1	80025	PC	60	1
CBB3C-0907	90	1	P	1	80025	PC	60	1
CBB3C-1001	130	0	D	2	30	D,DDC	20,120	1
CBB3C-1002	130	0	D	2	30	D,DDC	20,120	1
CBB3C-1003	130	0	D	2	30	D,DDC	20,120	1
CBB3C-1004	130	0	D	2	30	D,DDC	20,120	1
CBB3C-1005	130	0	D	2	30	D,DDC	20,120	1
CBB3C-1006	130	0	D	2	30	D,DDC	20,120	1
CBB3C-1007	210	0	D	2	0	D,DDC	40,110	1
CBB3C-1101	150	2	R	2	0	R,RCC	10+,150	1
CBB3C-1102	150	2	R	2	0	R,RCC	10+,150	1
CBB3C-1103	150	2	R	2	0	R,RCC	10+,150	1
CBB3C-1104	150	2	R	2	0	R,RCC	10+,150	1
CBB3C-1105	150	2	R	2	0	R,RCC	10+,150	1
CBB3C-1106	150	2	R	2	0	R,RCC	10+,150	1
CBB3C-1107	150	2	R	2	0	R,RCC	10+,150	1
CBB3C-1201	130	1	F	2	200	F,FCC	90,100	1
CBB3C-1202	130	1	F	2	200	F,FCC	90,100	1
CBB3C-1203	130	1	F	2	200	F,FCC	90,100	1
CBB3C-1204	130	1	F	2	200	F,FCC	90,100	1
CBB3C-1205	130	1	F	2	200	F,FCC	90,100	1
CBB3C-1206	130	1	F	2	200	F,FCC	90,100	1
CBB3C-1207	260	1	F	2	200	F,FCC	40,140	1
CBB3C-1301	70	0	P	1	80201	PC		1
CBB3C-1302	70	0	P	1	80201	PC		1
CBB3C-1303	70	0	P	1	80201	PC		1
CBB3C-1304	70	0	P	1	80201	PC		1
CBB3C-1305	70	0	P	1	80201	PC		1
CBB3C-1306	70	0	P	1	80201	PC		1
CBB3C-1307	70	0	P	1	80201	PC		1
CBB3C-1401	70	0	D	1	80025	DD	70	1
CBB3C-1402	70	0	D	1	80025	DD	70	1
CBB3C-1403	70	0	D	1	80025	DD	70	1
CBB3C-1404	70	0	D	1	80025	DD	70	1
CBB3C-1405	70	0	D	1	80025	DD	70	1
CBB3C-1406	70	0	D	1	80025	DD	70	1
CBB3C-1407	70	0	D	1	80025	DD	70	1
CBB3C-1501	140	1	P	2	8	CC,PCC	50,100+	1
CBB3C-1502	140	1	P	2	8	CC,PCC	50,100+	1
CBB3C-1503	140	1	P	2	8	CC,PCC	50,100+	1
CBB3C-1504	140	1	P	2	8	CC,PCC	50,100+	1
CBB3C-1505	140	1	P	2	8	CC,PCC	50,100+	1
CBB3C-1506	140	1	P	2	8	CC,PCC	50,100+	1
CBB3C-1507	140	1	P	2	8	CC,PCC	50,100+	1
CBB3C-1601	70	0	P	2	20000	P	10×	1
CBB3C-1602	70	0	P	2	20000	P	10×	1
CBB3C-1603	70	0	P	2	20000	P	10×	1
CBB3C-1604	70	0	P	2	20000	P	10×	1
CBB3C-1605	70	0	P	2	20000	P	10×	1
CBB3C-1606	70	0	P	2	20000	P	10×	1
CBB3C-1607	70	0	P	2	20000	P	10×	1
CBB3C-1701	140	1	P	3	0	CC,PCC	30,80+	1
CBB3C-1702	140	1	P	3	0	CC,PCC	30,80+	1
CBB3C-1703	140	1	P	3	0	CC,PCC	30,80+	1
CBB3C-1704	140	1	P	3	0	CC,PCC	30,80+	1
CBB3C-1705	140	1	P	3	0	CC,PCC	30,80+	1
CBB3C-1706	140	1	P	3	0	CC,PCC	30,80+	1
CBB3C-1707	260	1	P	3	20800	P,PCC	30,160+	1
CBB3C-1801	140	2	F	2	0	F,FF	70×,170	1
CBB3C-1802	140	2	F	2	0	F,FF	70×,170	1
CBB3C-1803	140	2	F	2	0	F,FF	70×,170	1
CBB3C-1804	140	2	F	2	0	F,FF	70×,170	1
CBB3C-1805	140	2	F	2	0	F,FF	70×,170	1
CBB3C-1806	140	2	F	2	0	F,FF	70×,170	1
CBB3C-1807	320	2	F	2	200	F,FC	20×,150	1
CBB4C-0101	70	0	R	1	2000	C	10×	1
CBB4C-0102	70	0	R	1	2000	C	10×	1
CBB4C-0103	70	0	R	1	2000	C	10×	1
CBB4C-0104	70	0	R	1	2000	C	10×	1
CBB4C-0105	70	0	R	1	2000	C	10×	1
CBB4C-0106	70	0	R	1	2000	C	10×	1
CBB4C-0107	70	0	R	1	2000	C	10×	1
CBB4C-0201	100	0	C	3	4	C,CCC	,50	1
CBB4C-0202	100	0	C	3	4	C,CCC	,50	1
CBB4C-0203	100	0	C	3	4	C,CCC	,50	1
CBB4C-0204	100	0	C	3	4	C,CCC	,50	1
CBB4C-0205	100	0	C	3	4	C,CCC	,50	1
CBB4C-0206	100	0	C	3	4	C,CCC	,50	1
CBB4C-0207	100	0	C	3	4	C,CCC	,50	1
CBB4C-0301	110	0	G	2	20000	GC,GCC	,100	1
CBB4C-0302	110	0	G	2	20000	GC,GCC	,100	1
CBB4C-0303	110	0	G	2	20000	GC,GCC	,100	1
CBB4C-0304	110	0	G	2	20000	GC,GCC	,100	1
CBB4C-0305	110	0	G	2	20000	GC,GCC	,100	1
CBB4C-0306	110	0	G	2	20000	GC,GCC	,100	1
CBB4C-0307	110	0	G	2	20000	GC,GCC	,100	1
CBB4C-0401	50	0	C	1	2004	C,CCC	,20+	1
CBB4C-0402	50	0	C	1	2004	C,CCC	,20+	1
CBB4C-0403	50	0	C	1	2004	C,CCC	,20+	1
CBB4C-0404	50	0	C	1	2004	C,CCC	,20+	1
CBB4C-0405	50	0	C	1	2004	C,CCC	,20+	1
CBB4C-0406	50	0	C	1	2004	C,CCC	,20+	1
CBB4C-0407	50	0	C	1	2004	C,CCC	,20+	1
CBB4C-0501	60	0	D	1	2000	D	10+	1
CBB4C-0502	60	0	D	1	2000	D	10+	1
CBB4C-0503	60	0	D	1	2000	D	10+	1
CBB4C-0504	60	0	D	1	2000	D	10+	1
CBB4C-0505	60	0	D	1	2000	D	10+	1
CBB4C-0506	60	0	D	1	2000	D	10+	1
CBB4C-0507	60	0	D	1	2000	D	10+	1
CBB4C-0601	130	0	R	3	20004	RC,RCC	30,110	1
CBB4C-0602	130	0	R	3	20004	RC,RCC	30,110	1
CBB4C-0603	130	0	R	3	20004	RC,RCC	30,110	1
CBB4C-0604	130	0	R	3	20004	RC,RCC	30,110	1
CBB4C-0605	130	0	R	3	20004	RC,RCC	30,110	1
CBB4C-0606	130	0	R	3	20004	RC,RCC	30,110	1
CBB4C-0607	130	0	R	3	20004	RC,RCC	30,110	1
CBB4C-0701	100	0	F	1	80001	FC	30	1
CBB4C-0702	100	0	F	1	80001	FC	30	1
CBB4C-0703	100	0	F	1	80001	FC	30	1
CBB4C-0704	100	0	F	1	80001	FC	30	1
CBB4C-0705	100	0	F	1	80001	FC	30	1
CBB4C-0706	100	0	F	1	80001	FC	30	1
CBB4C-0707	100	0	F	1	80001	FC	30	1
CBB4C-0801	120	1	G	4	0	G,GCC	20,50	1
