#srch1
6146	彼特 支援者卡 d 从自己的手牌选择1张基本能量卡 附于备战宝可梦身上
7702	彼特 支援者卡 d 从自己的手牌选择1张基本能量卡 附于备战宝可梦身上
8142	彼特 支援者卡 d 从自己的手牌选择1张基本能量卡 附于备战宝可梦身上
3290	碧蓝的探索 支援者卡 c 若自己的场上有拥有特性的宝可梦 则这张卡无法使用 从自己的牌库抽出最多2张训练家卡 在给对手看过后加入手牌 并且重洗牌库
6247	滨名的后援 支援者卡 f 从自己的弃牌区选择 宝可梦 卡与 宝可梦道具 卡与 竞技场 卡与 能量 卡最多各1张 在给对手看过后放回牌库并重洗
9616	波琵 支援者卡 g 选择最多2个自己的场上的1只宝可梦身上附加的能量 改附于自己的另1只宝可梦身上
9755	波琵 支援者卡 g 选择最多2个自己的场上的1只宝可梦身上附加的能量 改附于自己的另1只宝可梦身上
9762	波琵 支援者卡 g 选择最多2个自己的场上的1只宝可梦身上附加的能量 改附于自己的另1只宝可梦身上
1281	波普菈 支援者卡 d 掷2次硬币 从自己的牌库任意选择最多与正面出现的次数相同数量的卡 加入手牌 并且重洗牌库
1867	波普菈 支援者卡 d 掷2次硬币 从自己的牌库任意选择最多与正面出现的次数相同数量的卡 加入手牌 并且重洗牌库
2035	波普菈 支援者卡 d 掷2次硬币 从自己的牌库任意选择最多与正面出现的次数相同数量的卡 加入手牌 并且重洗牌库
98	伯特与天桐与寇恩 支援者卡 e 从自己的牌库选择最多3张 汇流 宝可梦卡 在给对手看过后加入手牌 并且重洗牌库
9682	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
9683	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
9821	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
9843	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
10290	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
10291	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
10960	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
11007	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
11641	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
11662	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
11686	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
11708	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
11728	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
11748	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12012	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12013	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12058	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12059	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12270	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12271	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12272	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12273	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12770	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12771	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12772	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12773	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12774	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12775	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12776	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12777	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
12778	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
13140	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
13165	博士的研究 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
8368	博士的研究 奥琳博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
8494	博士的研究 奥琳博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
8519	博士的研究 奥琳博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
8560	博士的研究 奥琳博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
9357	博士的研究 奥琳博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
2273	博士的研究 大木博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
8445	博士的研究 弗图博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
8469	博士的研究 弗图博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
8853	博士的研究 弗图博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
9358	博士的研究 弗图博士 支援者卡 g 将自己的手牌全部丢弃 从牌库抽出7张卡
1583	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
1705	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
1863	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
2032	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
2262	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
2451	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
2524	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
3093	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
3116	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
6145	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
8141	博士的研究 木兰博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
6246	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
6275	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
6769	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
6877	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
6899	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
7452	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
7472	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
7591	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
7722	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
7745	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
7767	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
8114	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
8207	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
8290	博士的研究 山梨博士 支援者卡 f 将自己的手牌全部丢弃 从牌库抽出7张卡
6324	博士的研究 维罗博士 支援者卡 d 将自己的手牌全部丢弃 从牌库抽出7张卡
2265	捕虫少年 支援者卡 e 从自己的牌库抽出2张卡 掷1次硬币若为正面 则再抽出2张卡
4823	布尔美丽 支援者卡 a 这张卡只有在将自己的2张手牌丢到弃牌区才可使用 将对手的场上宝可梦身上所附加的1个能量丢到弃牌区
7260	布兰雪 支援者卡 f 从自己的牌库抽出2张卡 然后 掷1次硬币若为正面 则从自己的弃牌区选择1张 水 能量卡 附于备战宝可梦身上
2260	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
5735	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
5917	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
6764	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
7563	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
7589	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
7720	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
7743	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
7765	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
8205	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
8466	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
8491	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
8516	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
8850	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
9352	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
10785	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
12258	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
12259	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
12260	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
12762	裁判 支援者卡 b e g 双方玩家各将手牌全部放回牌库并重洗 然后 各从牌库抽出4张卡
583	彩豆 支援者卡 d 将自己的牌库上方5张卡丢弃 将其中的能量卡全部以任意方式附于备战区的 斗 宝可梦身上
1700	彩豆 支援者卡 d 将自己的牌库上方5张卡丢弃 将其中的能量卡全部以任意方式附于备战区的 斗 宝可梦身上
1860	彩豆 支援者卡 d 将自己的牌库上方5张卡丢弃 将其中的能量卡全部以任意方式附于备战区的 斗 宝可梦身上
7699	彩豆 支援者卡 d 将自己的牌库上方5张卡丢弃 将其中的能量卡全部以任意方式附于备战区的 斗 宝可梦身上
5174	菜种 支援者卡 b 将自己的1只身上附有 草 能量的宝可梦恢复 80 hp
6970	菜种的活力 支援者卡 f 从自己的牌库抽出2张卡 然后 从自己的手牌选择最多2张 草 能量卡 附于1只备战宝可梦身上
8113	菜种的活力 支援者卡 f 从自己的牌库抽出2张卡 然后 从自己的手牌选择最多2张 草 能量卡 附于1只备战宝可梦身上
8285	菜种的活力 支援者卡 f 从自己的牌库抽出2张卡 然后 从自己的手牌选择最多2张 草 能量卡 附于1只备战宝可梦身上
8583	菜种的活力 支援者卡 f 从自己的牌库抽出2张卡 然后 从自己的手牌选择最多2张 草 能量卡 附于1只备战宝可梦身上
7037	查克洛 支援者卡 f 在这个回合 自己的 斗 宝可梦使用的招式 对对手的战斗宝可梦造成的伤害 +30 点 在自己的回合 若将自己的2张手牌 查克洛 除外 丢弃 则可从自己的弃牌区将这张 查克洛 给对手看过后加入手牌 在自己的回合时可使用的支援者卡的张数中 不包含这个效果
8107	查克洛 支援者卡 f 在这个回合 自己的 斗 宝可梦使用的招式 对对手的战斗宝可梦造成的伤害 +30 点 在自己的回合 若将自己的2张手牌 查克洛 除外 丢弃 则可从自己的弃牌区将这张 查克洛 给对手看过后加入手牌 在自己的回合时可使用的支援者卡的张数中 不包含这个效果
8280	查克洛 支援者卡 f 在这个回合 自己的 斗 宝可梦使用的招式 对对手的战斗宝可梦造成的伤害 +30 点 在自己的回合 若将自己的2张手牌 查克洛 除外 丢弃 则可从自己的弃牌区将这张 查克洛 给对手看过后加入手牌 在自己的回合时可使用的支援者卡的张数中 不包含这个效果
5183	朝蜜 支援者卡 b 这张卡只有在将自己的手牌抽出 昼珠 夕丝 夜妮 各1张丢到弃牌区时才可使用 从自己的牌库上方抽出12张并查看 将其中的任意数量的能量卡 以任意方式附于自己的宝可梦身上 将剩余卡放回牌库并重洗
5739	成也・大木 支援者卡 b 从自己的牌库抽出2张 若双方的战斗宝可梦为相同属性 则再抽出2张
4506	赤红&青绿 支援者卡 c 从自己的牌库选择1张从自己的场上的1只宝可梦进化而来的 宝可梦gx 放置于该宝可梦身上完成进化 并且重洗牌库 对自己的最初回合与刚使出的宝可梦无法使用 在使用这张卡时 可额外将自己的2张手牌丢到弃牌区 这个情况下 从自己的牌库中抽出最多2张基本能量卡 附于完成进化的宝可梦身上
3292	赤红的挑战 支援者卡 c 这张卡只有在将自己的2张手牌丢到弃牌区才可使用 从自己的牌库抽出1张任意卡加入手牌 并且重洗牌库
3969	赤红的挑战 支援者卡 c 这张卡只有在将自己的2张手牌丢到弃牌区才可使用 从自己的牌库抽出1张任意卡加入手牌 并且重洗牌库
5728	赤日◇ 支援者卡 b 若自己的战斗场上没有 水 或者 钢 宝可梦 则这张卡无法使用 对手将对手自己的备战宝可梦与其身上所附加的所有卡放回牌库并重洗 直到对手的备战宝可梦变为2只为止
11888	赤松 支援者卡 h 从自己的牌库选择最多2张各不同属性的基本能量卡 在给对手看过后 其中1张加入手牌 剩余的能量卡附于自己的宝可梦身上 并且重洗牌库
