#dtl1
CS3aC-161	 森林风暴 30×\n造成自己场上宝可梦身上附有的【草】能量数量×30点伤害。\n\n【草】【草】 超极巨八荒花茂 210\n回复这只宝可梦「30」点HP。\n\n	妙蛙花V	R×2		aky CG Works	洪荒演武 茂	HR	V	E	Venusaur VMAX
CSM2.5C-001	特性: 光辉蔓藤\n在自己的回合，如果这只宝可梦在战斗场上的话，则每次从自己的手牌将【草】能量附着于这只宝可梦身上时，可使用1次。选择对手的1只备战宝可梦，将其与战斗宝可梦互换。\n\n【草】 森林抛掷 160\n\n\n【+】 花蛇添足GX \n给对手的所有宝可梦，各造成50点伤害。如果追加附有2个能量的话，则将自己所有宝可梦的HP，全部回复。[备战宝可梦不计算弱点、抗性。][对战中，己方的GX招式只能使用1次。]\n\n		R×2		Mitsuhiro Arita	炫奇争胜	RR	GX	C	Venusaur & Snivy-GX
CSM2.5C-062	特性: 光辉蔓藤\n在自己的回合，如果这只宝可梦在战斗场上的话，则每次从自己的手牌将【草】能量附着于这只宝可梦身上时，可使用1次。选择对手的1只备战宝可梦，将其与战斗宝可梦互换。\n\n【草】 森林抛掷 160\n\n\n【+】 花蛇添足GX \n给对手的所有宝可梦，各造成50点伤害。如果追加附有2个能量的话，则将自己所有宝可梦的HP，全部回复。[备战宝可梦不计算弱点、抗性。][对战中，己方的GX招式只能使用1次。]\n\n		R×2		5ban Graphics	炫奇争胜	SR	GX	C	Venusaur & Snivy-GX
CSM2.5C-063	特性: 光辉蔓藤\n在自己的回合，如果这只宝可梦在战斗场上的话，则每次从自己的手牌将【草】能量附着于这只宝可梦身上时，可使用1次。选择对手的1只备战宝可梦，将其与战斗宝可梦互换。\n\n【草】 森林抛掷 160\n\n\n【+】 花蛇添足GX \n给对手的所有宝可梦，各造成50点伤害。如果追加附有2个能量的话，则将自己所有宝可梦的HP，全部回复。[备战宝可梦不计算弱点、抗性。][对战中，己方的GX招式只能使用1次。]\n\n		R×2		Yuka Morii	炫奇争胜	SR	GX	C	Venusaur & Snivy-GX
CSM2.5C-083	特性: 光辉蔓藤\n在自己的回合，如果这只宝可梦在战斗场上的话，则每次从自己的手牌将【草】能量附着于这只宝可梦身上时，可使用1次。选择对手的1只备战宝可梦，将其与战斗宝可梦互换。\n\n【草】 森林抛掷 160\n\n\n【+】 花蛇添足GX \n给对手的所有宝可梦，各造成50点伤害。如果追加附有2个能量的话，则将自己所有宝可梦的HP，全部回复。[备战宝可梦不计算弱点、抗性。][对战中，己方的GX招式只能使用1次。]\n\n		R×2		5ban Graphics	炫奇争胜	HR	GX	C	Venusaur & Snivy-GX
CSMPaC-001	特性: 光辉蔓藤\n在自己的回合，如果这只宝可梦在战斗场上的话，则每次从自己的手牌将【草】能量附着于这只宝可梦身上时，可使用1次。选择对手的1只备战宝可梦，将其与战斗宝可梦互换。\n\n【草】 森林抛掷 160\n\n\n【+】 花蛇添足GX \n给对手的所有宝可梦，各造成50点伤害。如果追加附有2个能量的话，则将自己所有宝可梦的HP，全部回复。[备战宝可梦不计算弱点、抗性。][对战中，己方的GX招式只能使用1次。]\n\n		R×2		Mitsuhiro Arita	对战派对组合 草	无标记	GX	C	Venusaur & Snivy-GX
CSM1DC-028	 抓 10\n\n\n【火】 火之尾 20\n\n\n		W×2		Kagemaru Himeno	起始卡组 横空出世GX	无标记		A	Charmander
CSMPbC-002	 抓 10\n\n\n【火】 火之尾 20\n\n\n		W×2		Masakazu Fukuda	对战派对组合 火	无标记		A	Charmander
CSM1aC-002	【火】 火焰牙 20\n使对手的战斗宝可梦陷入【灼伤】状态。\n\n		W×2		tetsuya koizumi	横空出世 赫	C		B	Charmander
CSM1aC-153	【火】 火焰牙 20\n使对手的战斗宝可梦陷入【灼伤】状态。\n\n		W×2		kirisAki	横空出世 赫	S		B	Charmander
CSM2cC-002	【火】 抓 10\n\n\n 回击 20×\n造成放置于这只宝可梦身上的伤害指示物数量×20点伤害。\n\n		W×2		Naoyo Kimura	交相辉映 唤	C		C	Charmander
CS2aC-027	【火】 招来 \n从自己的牌库上方抽取1张卡牌。\n\n【火】【火】 火焰 30\n\n\n		W×2		MAHOU	浓墨重彩 黎	C		D	Charmander
SSP-040	【火】 招来 \n从自己的牌库上方抽取1张卡牌。\n\n【火】【火】 火焰 30\n\n\n		W×2		Uta		无标记		D	Charmander
CS5aC-001	【火】 燃烧之尾 10\n选择自己牌库中的1张【火】能量，附着于这只宝可梦身上。并重洗牌库。\n\n		W×2		Naoki Saito	勇魅群星 魅	C		F	Charmander
151C-004	【火】 烧光 \n将场上的竞技场放于弃牌区。\n\n【火】【火】 吐火 30\n\n\n		W×2		GIDORA	收集啦151	C		G	Charmander
151C-152	【火】 烧光 \n将场上的竞技场放于弃牌区。\n\n【火】【火】 吐火 30\n\n\n		W×2		sowsow	收集啦151	S		G	Charmander
CSV5C-014	【火】 高温冲撞 30\n给这只宝可梦也造成10伤害。\n\n		W×2		DOM	黑晶炽诚	C		G	Charmander
CSVE1C-012	【火】 烧光 \n将场上的竞技场放于弃牌区。\n\n【火】【火】 吐火 30\n\n\n		W×2		GIDORA	对战派对 共梦	无标记		G	Charmander
CSVL1C-090	【火】 烧光 \n将场上的竞技场放于弃牌区。\n\n【火】【火】 吐火 30\n\n\n		W×2		miki kudo	启程专题包	无标记		G	Charmander
CSVM1aC-001	【火】 烧光 \n将场上的竞技场放于弃牌区。\n\n【火】【火】 吐火 30\n\n\n		W×2		GIDORA	大师战略卡组构筑套装 喷火龙ex	无标记		G	Charmander
SVP-067	【火】【火】 火花 40\n选择这只宝可梦身上附着的1个能量，放于弃牌区。\n\n		W×2		NC Empire		无标记		G	Charmander
SVP-070	【火】【火】 火花 40\n选择这只宝可梦身上附着的1个能量，放于弃牌区。\n\n		W×2		NC Empire		无标记		G	Charmander
SVP-098	【火】 高温冲撞 30\n给这只宝可梦也造成10伤害。\n\n		W×2		MINAMINAMI Take		无标记		G	Charmander
30thP-002	【火】 火花 30\n选择这只宝可梦身上附着的1个能力，放于弃牌区。\n\n		W×2		Saboteri		无标记		J	
CSM1DC-029	 利爪劈开 30\n\n\n【火】【火】 高温爆破 70\n\n\n	小火龙	W×2		kawayoo	起始卡组 横空出世GX	无标记		A	Charmeleon
CSM1aC-003	特性: 燃烧斗志\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。将自己牌库上方5张卡牌放于弃牌区，将其中所有的【火】能量附着于这只宝可梦身上。\n\n【火】【火】 喷射火焰 80\n将附着于这只宝可梦身上的1个能量，放于弃牌区。\n\n	小火龙	W×2		kodama	横空出世 赫	U		B	Charmeleon
CSM1aC-154	特性: 燃烧斗志\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。将自己牌库上方5张卡牌放于弃牌区，将其中所有的【火】能量附着于这只宝可梦身上。\n\n【火】【火】 喷射火焰 80\n将附着于这只宝可梦身上的1个能量，放于弃牌区。\n\n	小火龙	W×2		nagimiso	横空出世 赫	S		B	Charmeleon
CSM2cC-003	【火】【火】 火焰牙 30\n使对手的战斗宝可梦陷入【灼伤】状态。\n\n	小火龙	W×2		Ayaka Yoshida	交相辉映 唤	C		C	Charmeleon
CSMPbC-003	【火】 劈开 30\n\n\n【火】【火】 喷射火焰 80\n\n\n	小火龙	W×2		Shin Nagasawa	对战派对组合 火	无标记		C	Charmeleon
CS2aC-028	【火】 劈开 20\n\n\n【火】【火】 山火 60\n将自己牌库上方的3张卡牌放于弃牌区。\n\n	小火龙	W×2		SATOSHI NAKAI	浓墨重彩 黎	U		D	Charmeleon
CS5aC-002	【火】 抓 30\n\n\n【火】【火】 喷射火焰 100\n选择附着于这只宝可梦身上的1个【火】能量，放于弃牌区。\n\n	小火龙	W×2		Dsuke	勇魅群星 魅	U		F	Charmeleon
151C-005	【火】 烈焰 20\n\n\n【火】【火】【火】 大字爆炎 90\n选择这只宝可梦身上附着的1个能量，放于弃牌区。\n\n	小火龙	W×2		GIDORA	收集啦151	U		G	Charmeleon
CSV5C-015	特性: 闪焰之幕\n这只宝可梦，不受到对手宝可梦所使用招式的效果影响。\n\n【火】【火】 烈焰 50\n\n\n	小火龙	W×2		Tonji Matsuno	黑晶炽诚	C		G	Charmeleon
CSVE1C-013	【火】 烈焰 20\n\n\n【火】【火】【火】 大字爆炎 90\n选择这只宝可梦身上附着的1个能量，放于弃牌区。\n\n	小火龙	W×2		GIDORA	对战派对 共梦	无标记		G	Charmeleon
CSVL1C-091	【火】 烈焰 20\n\n\n【火】【火】【火】 大字爆炎 90\n选择这只宝可梦身上附着的1个能量，放于弃牌区。\n\n	小火龙	W×2		miki kudo	启程专题包	无标记		G	Charmeleon
CSVL2C-014	特性: 闪焰之幕\n这只宝可梦，不受到对手宝可梦所使用招式的效果影响。\n\n【火】【火】 烈焰 50\n\n\n	小火龙	W×2		Tonji Matsuno	游历专题包	无标记		G	Charmeleon
CSVL2C-062	特性: 闪焰之幕\n这只宝可梦，不受到对手宝可梦所使用招式的效果影响。\n\n【火】【火】 烈焰 50\n\n\n	小火龙	W×2		Kouki Saitou	游历专题包	无标记		G	Charmeleon
CSVM1aC-002	特性: 闪焰之幕\n这只宝可梦，不受到对手宝可梦所使用招式的效果影响。\n\n【火】【火】 烈焰 50\n\n\n	小火龙	W×2		Tonji Matsuno	大师战略卡组构筑套装 喷火龙ex	无标记		G	Charmeleon
SVP-100	【火】【火】 高温冲撞 70\n给这只宝可梦也造成20伤害。\n\n	小火龙	W×2		Ryota Murayama		无标记		G	Charmeleon
CS5.5C-007	特性: 振奋之心\n这只宝可梦使用招式所需能量会减少与对手已经获得的奖赏卡张数相同数量的【无】能量。\n\n【火】 炎爆 250\n在下一个自己的回合，这只宝可梦无法使用「炎爆」。\n\n		W×2		Kouki Saitou	暗影夺辉	K	Radiant	F	Radiant Charizard
CSVE1pC-013	特性: 振奋之心\n这只宝可梦使用招式所需能量会减少与对手已经获得的奖赏卡张数相同数量的【无】能量。\n\n【火】 炎爆 250\n在下一个自己的回合，这只宝可梦无法使用「炎爆」。\n\n		W×2		Kouki Saitou	对战派对 共梦 奖赏包	无标记	Radiant	F	Radiant Charizard
CSVM1aC-003	特性: 振奋之心\n这只宝可梦使用招式所需能量会减少与对手已经获得的奖赏卡张数相同数量的【无】能量。\n\n【火】 炎爆 250\n在下一个自己的回合，这只宝可梦无法使用「炎爆」。\n\n		W×2		Kouki Saitou	大师战略卡组构筑套装 喷火龙ex	无标记	Radiant	F	Radiant Charizard
CSM1DC-030	特性: 觉悟之火\n对手场上每有1只「宝可梦GX・EX」，就会使这只宝可梦使用的招式，给对手战斗宝可梦造成的伤害「+30」。\n\n【火】【火】 火焰爆破 130\n将附着于这只宝可梦身上的1个能量，放于弃牌区。\n\n	火恐龙	W×2		Ryota Murayama	起始卡组 横空出世GX	无标记		B	Charizard
CSM2cC-004	特性: 旺盛斗气\n在自己的回合可以使用1次。给这只宝可梦身上放置2个伤害指示物。然后，将自己牌库中最多2张【火】能量，附着于这只宝可梦身上。并重洗牌库。\n\n【火】【火】 连续火焰球 30+\n将附着于这只宝可梦身上的【火】能量全部放于弃牌区，追加造成其张数×50点伤害。\n\n	火恐龙	W×2		Masakazu Fukuda	交相辉映 唤	R		C	Charizard
CSMPbC-004	特性: 旺盛斗气\n在自己的回合可以使用1次。给这只宝可梦身上放置2个伤害指示物。然后，将自己牌库中最多2张【火】能量，附着于这只宝可梦身上。并重洗牌库。\n\n【火】【火】 连续火焰球 30+\n将附着于这只宝可梦身上的【火】能量全部放于弃牌区，追加造成其张数×50点伤害。\n\n	火恐龙	W×2		Masakazu Fukuda	对战派对组合 火	无标记		C	Charizard
CS2aC-029	特性: 战斗意识\n在自己的回合可以使用1次。查看自己牌库上方3张卡牌，选择其中1张卡牌，加入手牌。将剩余的卡牌放于弃牌区。\n\n【火】【火】 王者烈焰 100+\n追加造成自己弃牌区中的「丹帝」的张数×50点伤害。\n\n	火恐龙	W×2		Ryuta Fuse	浓墨重彩 黎	R		D	Charizard
CSMC-001	特性: 战斗意识\n在自己的回合可以使用1次。查看自己牌库上方3张卡牌，选择其中1张卡牌，加入手牌。将剩余的卡牌放于弃牌区。\n\n【火】【火】 王者烈焰 100+\n追加造成自己弃牌区中的「丹帝」的张数×50点伤害。\n\n	火恐龙	W×2		GIDORA	宝可梦卡牌展示套礼盒	无标记		D	Charizard
SSP-163	【火】【火】【火】 英勇火焰 180\n选择附着于这只宝可梦身上的1个能量，放于弃牌区。\n\n	火恐龙	W×2		Jiro Sasumo		无标记		D	
CS5aC-003	特性: 猛烈燃烧\n只要这只宝可梦在场上，附着于自己场上宝可梦身上的基本【火】能量，各被视作2个【火】能量。这个效果，无论拥有这个特性的宝可梦有多少只，都不会叠加。\n\n【火】【火】 闪焰冲锋 170\n将附着于这只宝可梦身上的【火】能量，全部放于弃牌区。\n\n	火恐龙	W×2		LINNE	勇魅群星 魅	R		F	Charizard
CSVE1C-014	特性: 猛烈燃烧\n只要这只宝可梦在场上，附着于自己场上宝可梦身上的基本【火】能量，各被视作2个【火】能量。这个效果，无论拥有这个特性的宝可梦有多少只，都不会叠加。\n\n【火】【火】 闪焰冲锋 170\n将附着于这只宝可梦身上的【火】能量，全部放于弃牌区。\n\n	火恐龙	W×2		LINNE	对战派对 共梦	无标记		F	Charizard
151C-006	【火】 英勇之翼 60+\n如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。\n\n【火】【火】【火】【火】 爆炎漩涡 330\n选择这只宝可梦身上附着的3个能量，放于弃牌区。\n\n	火恐龙	W×2		PLANETA Mochizuki	收集啦151	RR	ex	G	Charizard ex
151C-175	【火】 英勇之翼 60+\n如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。\n\n【火】【火】【火】【火】 爆炎漩涡 330\n选择这只宝可梦身上附着的3个能量，放于弃牌区。\n\n	火恐龙	W×2		PLANETA Mochizuki	收集啦151	SR	ex	G	Charizard ex
CSV5C-075	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		5ban Graphics	黑晶炽诚	RR	ex	G	Charizard ex
CSV5C-145	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		5ban Graphics	黑晶炽诚	SR	ex	G	Charizard ex
CSV5C-155	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		AKIRA EGAWA	黑晶炽诚	SAR	ex	G	Charizard ex
CSV5C-162	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		5ban Graphics	黑晶炽诚	UR	ex	G	Charizard ex
CSVE1C-015	【火】 英勇之翼 60+\n如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。\n\n【火】【火】【火】【火】 爆炎漩涡 330\n选择这只宝可梦身上附着的3个能量，放于弃牌区。\n\n	火恐龙	W×2		PLANETA Mochizuki	对战派对 共梦	无标记	ex	G	Charizard ex
CSVE1pC-002	【火】 英勇之翼 60+\n如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。\n\n【火】【火】【火】【火】 爆炎漩涡 330\n选择这只宝可梦身上附着的3个能量，放于弃牌区。\n\n	火恐龙	W×2		PLANETA Mochizuki	对战派对 共梦 奖赏包	无标记	ex	G	Charizard ex
CSVL1C-008	【火】 英勇之翼 60+\n如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。\n\n【火】【火】【火】【火】 爆炎漩涡 330\n选择这只宝可梦身上附着的3个能量，放于弃牌区。\n\n	火恐龙	W×2		PLANETA Mochizuki	启程专题包	无标记	ex	G	Charizard ex
CSVL1C-120	【火】 英勇之翼 60+\n如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。\n\n【火】【火】【火】【火】 爆炎漩涡 330\n选择这只宝可梦身上附着的3个能量，放于弃牌区。\n\n	火恐龙	W×2		miki kudo	启程专题包	无标记	ex	G	Charizard ex
CSVL2C-044	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		5ban Graphics	游历专题包	无标记	ex	G	Charizard ex
CSVL2C-122	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		5ban Graphics	游历专题包	无标记	ex	G	Charizard ex
CSVL2C-128	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		AKIRA EGAWA	游历专题包	无标记	ex	G	Charizard ex
CSVM1aC-006	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		5ban Graphics	大师战略卡组构筑套装 喷火龙ex	无标记	ex	G	Charizard ex
SVP-089	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		5ban Graphics		无标记	ex	G	Charizard ex
SVP-353	特性: 烈炎支配\n在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择自己牌库中最多3张「基本【火】能量」，以任意方式附着于自己的宝可梦身上。并重洗牌库。\n\n【火】【火】 燃烧黑暗 180+\n追加造成对手已经获得的奖赏卡张数×30伤害。\n\n	火恐龙	G×2		takuyoa		SR	ex	G	Charizard ex
CSM1aC-004	 翅膀攻击 70\n\n\n【火】【火】【火】 红莲风暴 300\n将附着于这只宝可梦身上的3个【火】能量，放于弃牌区。\n\n【火】 愤怒驱逐GX \n将对手牌库上方的10张卡牌放于弃牌区。[对战中，己方的GX招式只能使用1次。]\n\n	火恐龙	W×2		5ban Graphics	横空出世 赫	RR	GX	A	Charizard-GX
